uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	HI	OE	new_oe	drlps_drivers	drpls_clients	dr_all_phase_sep
Q05451	3.57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05468	39.28	26.97	28.4	RQC1 YDR333C	NA	NA	NA	NA	NA	NA	NA
Q05471	38.7	30.58	12.9	SWR1 YDR334W D9651.6	NA	NA	NA	NA	NA	NA	1
Q05473	17.19	3.82	1.33	MRX8 YDR336W	NA	NA	NA	NA	NA	NA	NA
Q05497	34.53	20	3.32	YDR338C D9651.8	NA	NA	NA	NA	NA	NA	NA
Q05498	14.28	8.99	13.4	FCF1 YDR339C D9651.9	NA	NA	NA	NA	NA	NA	NA
Q05503	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05506	2.96	1.81	354	YDR341C D9651.10	NA	NA	NA	NA	NA	1	1
Q05510	4.76	6.8	NA	NA	YDR344C	NA	1	NA	NA	NA	NA
Q05515	15.59	25.77	521	SVF1 SGI1 YDR346C	NA	NA	NA	NA	NA	NA	NA
Q05518	77.75	96.59	30.6	PAL1 YDR348C	NA	NA	NA	NA	NA	NA	NA
Q05521	13.14	2.42	32.6	DPP1 ZRG1 YDR284C	NA	NA	NA	NA	NA	NA	NA
Q05530	14.03	0	2.57	YDR286C	NA	NA	NA	NA	NA	NA	NA
Q05533	1.36	1.02	5.4	INM2 IMP2 YDR287W	NA	NA	NA	NA	NA	NA	NA
Q05541	23.1	8.25	19.2	NSE3 YDR288W	NA	NA	NA	NA	NA	NA	NA
Q05543	40.58	49.38	40.2	RTT103 YDR289C	NA	NA	NA	NA	NA	NA	NA
Q05549	9.09	3.52	7.51	HRQ1 YDR291W	NA	NA	NA	NA	NA	NA	NA
Q05567	3.22	2.37	139	DPL1 BST1 YDR294C D9819.5	YDR294C	NA	1	NA	NA	NA	NA
Q05568	18.1	0.89	2.84	PEX10 PAS4 YDR265W D9954.8	NA	NA	NA	NA	NA	NA	NA
Q05580	57.27	36.77	52.8	HEL2 YDR266C	NA	NA	NA	NA	NA	NA	1
Q05583	0.6	0.3	40.7	CIA1 YDR267C	NA	NA	NA	NA	NA	NA	NA
Q05584	0	6.2	167	GLO2 YDR272W D9954.5	NA	NA	NA	NA	NA	NA	NA
Q05610	61.09	52.6	1.25	DON1 YDR273W D9954.4	NA	NA	NA	NA	NA	NA	NA
Q05611	9.78	3.4	8.89	BSC2 YDR275W	NA	NA	NA	NA	NA	NA	NA
Q05612	1.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05635	19.71	8.28	23.3	RNH202 YDR279W	NA	NA	NA	NA	NA	NA	NA
Q05636	6.22	1.96	85.1	RRP45 YDR280W D9954.1	NA	NA	NA	NA	NA	1	1
Q05637	4.8	0	0.465	PHM6 YDR281C D9954.14	NA	NA	NA	NA	NA	NA	NA
Q05648	29.46	12.31	7.94	MRX10 YDR282C	NA	NA	NA	NA	NA	NA	NA
Q05670	27.76	4.72	11.7	FUS2 YMR232W YM9959.14	NA	NA	NA	NA	NA	NA	NA
Q05672	75.27	61.48	23.7	RBS1 YDL189W D1266	YDL189W	NA	1	NA	NA	NA	NA
Q05676	5.4	16.21	2.89	SOM1 YEL059C-A YEL059BC	NA	NA	NA	NA	NA	NA	NA
Q05775	55.09	63.01	270	HCR1 YLR192C L8167.11	NA	NA	NA	NA	NA	1	1
Q05776	1.71	1.71	13.1	UPS1 YLR193C	NA	NA	NA	NA	NA	NA	NA
Q05777	61.81	48.81	11.5	NCW2 YLR194C	NA	NA	NA	NA	NA	NA	NA
Q05778	2.17	6.52	37.5	PBA1 POC1 YLR199C	NA	NA	NA	NA	NA	NA	NA
Q05779	16.53	0	34.2	COQ9 YLR201C	NA	NA	NA	NA	NA	NA	NA
Q05785	75.2	73.4	37.7	ENT2 YLR206W	YLR206W	NA	1	NA	NA	NA	NA
Q05787	5.28	10.32	3.95	HRD3 YLR207W	YLR207W	NA	1	NA	NA	NA	NA
Q05788	1.6	6.1	25.8	PNP1 YLR209C L8167.19	NA	NA	NA	NA	NA	NA	NA
Q05789	12.38	18.58	2.06	ATG38 YLR211C L8167.20	NA	NA	NA	NA	NA	NA	NA
Q05790	17.77	3.79	1.33	CRR1 YLR213C	NA	NA	NA	NA	NA	NA	NA
Q05791	14.16	12.22	41.5	CDC123 YLR215C	NA	NA	NA	NA	NA	NA	NA
Q05809	38.54	36.45	16.6	COA4 CMC3 YLR218C	NA	NA	NA	NA	NA	NA	NA
Q05812	94.36	90.93	22.2	MSC3 YLR219W	NA	NA	NA	NA	NA	NA	NA
Q05827	3.38	1.69	288	HOR7 YMR251W-A YMR251BW	NA	NA	NA	NA	NA	NA	NA
Q05854	60.55	50.63	10.2	YLR278C L8003.10	NA	NA	NA	NA	NA	NA	NA
Q05863	27.09	67.09	2.9	YLR281C	NA	NA	NA	NA	NA	NA	NA
Q05867	38.85	16.87	0.531	YLR283W	NA	NA	NA	NA	NA	NA	NA
Q05871	4.64	0.71	4.99	ECI1 YLR284C	NA	NA	NA	NA	NA	NA	NA
Q05874	10.34	7.27	77.2	NNT1 EFM7 YLR285W	NA	NA	NA	NA	NA	1	1
Q05881	16.9	3.94	114	YLR287C	NA	NA	NA	NA	NA	NA	NA
Q05892	0.36	3.24	33.1	COQ11 MRX2 YLR290C	NA	NA	NA	NA	NA	NA	NA
Q05898	5.55	0.92	1.43	YLR296W L8003.6	NA	NA	NA	NA	NA	NA	NA
Q05899	11.62	11.62	8.13	YLR297W	NA	NA	NA	NA	NA	NA	NA
Q05900	58.44	53.67	17.4	YHC1 YLR298C L8003.21	NA	NA	NA	NA	NA	NA	NA
Q05902	11.21	2.72	10.8	ECM38 CIS2 YLR299W	NA	NA	NA	NA	NA	NA	NA
Q05905	2.86	2.04	328	HRI1 YLR301W	NA	NA	NA	NA	NA	NA	NA
Q05911	1.86	0	237	ADE13 YLR359W L8039.12	NA	NA	NA	NA	NA	1	1
Q05919	5.69	1.13	9.16	VPS38 VPL17 YLR360W L8039.11	NA	NA	NA	NA	NA	NA	NA
Q05924	7.43	1.03	16.4	DCR2 YLR361C	NA	NA	NA	NA	NA	NA	NA
Q05926	0.91	0	13.8	GRX8 YLR364W	NA	NA	NA	NA	NA	NA	NA
Q05930	3.34	0.66	1.15	MDM30 YLR368W	YLR368W	NA	1	NA	NA	NA	NA
Q05931	7.45	8.06	59.6	SSQ1 SSC2 YLR369W	NA	NA	NA	NA	NA	NA	NA
Q05933	0.56	0	216	ARC18 YLR370C L8039.15	NA	NA	NA	NA	NA	NA	NA
Q05934	23.75	15.98	35.7	VID22 YLR373C	NA	NA	NA	NA	NA	NA	NA
Q05937	38.19	54.81	13.6	STP3 YLR375W	YLR375W	NA	1	NA	NA	NA	NA
Q05942	51.81	51.81	50.2	RSA3 YLR221C	NA	NA	NA	NA	NA	NA	NA
Q05946	0.36	1.22	115	UTP13 YLR222C	YLR222C	1	NA	NA	NA	1	1
Q05947	2.98	2.71	2.04	UCC1 YLR224W	NA	NA	NA	NA	NA	NA	NA
Q05948	1.22	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05949	19.49	6.32	34.6	BUR2 CST4 YLR226W	NA	NA	NA	NA	NA	NA	NA
Q05955	1.21	0.6	1.33	ADY4 YLR227C L8083.11	YLR227C	NA	1	NA	NA	1	1
Q05958	57.86	49.38	3.45	ECM22 YLR228C	YLR228C	NA	1	NA	NA	NA	NA
Q05979	0	0.44	37.5	BNA5 YLR231C L8083.14	NA	NA	NA	NA	NA	NA	NA
Q05998	15.71	6.68	28.7	THI7 THI10 YLR237W L8083.2	NA	NA	NA	NA	NA	NA	NA
Q06001	39.74	33.05	0.179	FAR10 YLR238W	NA	NA	NA	NA	NA	NA	NA
Q06005	10.67	6.09	13.1	LIP2 YLR239C L8083.16	NA	NA	NA	NA	NA	NA	NA
Q06010	8.17	2.82	41.1	STE23 YLR389C L8084.12	YLR389C	NA	1	NA	NA	1	1
Q06011	16.96	43.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06032	70.74	51.45	1.39	CST9 ZIP3 YLR394W	NA	NA	NA	NA	NA	NA	NA
Q06051	1.27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06053	22.6	21.25	90.8	DUS3 YLR401C L8084.19	NA	NA	NA	NA	NA	NA	NA
Q06057	1.58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06058	7.01	2.45	8.17	SEI1 FLD1 YLR404W	NA	NA	NA	NA	NA	NA	NA
Q06063	9.53	2.17	29.8	DUS4 YLR405W L8084.2	NA	NA	NA	NA	NA	NA	NA
Q06070	33.77	45.61	44.2	YLR407W	NA	NA	NA	NA	NA	NA	NA
Q06071	4.91	4.09	11.2	BLS1 YLR408C	NA	NA	NA	NA	NA	NA	NA
Q06078	12.03	8.62	47.2	UTP21 YLR409C L8084.22	NA	NA	NA	NA	NA	NA	NA
Q06089	3.72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06090	8.57	0.71	41.3	MRPL51 YPR100W P8283.12	NA	NA	NA	NA	NA	NA	NA
Q06091	9.71	6.28	10.5	SNT309 NTC25 YPR101W	NA	NA	NA	NA	NA	NA	NA
Q06096	23.22	4.41	22.8	COG4 SEC38 SGF1 YPR105C P8283.16	NA	NA	NA	NA	NA	NA	NA
Q06098	25.5	4.28	5.13	ISR1 YPR106W	NA	NA	NA	NA	NA	NA	NA
Q06102	15.86	10.09	36.9	YTH1 YPR107C	YPR107C	NA	1	NA	NA	NA	NA
Q06103	7.45	1.86	537	RPN7 YPR108W P8283.8	NA	NA	NA	NA	NA	1	1
Q06104	19.38	10.54	1.61	GLD1 YPR109W	NA	NA	NA	NA	NA	NA	NA
Q06106	42.27	37.88	54.8	MRD1 YPR112C	NA	NA	NA	NA	NA	NA	NA
Q06107	4.44	1.26	66.3	YPR114W	YPR114W	NA	1	NA	NA	NA	NA
Q06108	65.46	46.26	9.16	RGC1 YPR115W	NA	NA	NA	NA	NA	NA	NA
Q06109	9.02	0	16.7	RRG8 YPR116W	NA	NA	NA	NA	NA	NA	NA
Q06116	31.69	4.29	1.73	YPR117W	NA	NA	NA	NA	NA	NA	NA
Q06127	7.93	0	1.52	YLR334C L8300.11	NA	NA	NA	NA	NA	NA	NA
Q06132	44.93	31.14	36.1	SGD1 YLR336C	NA	NA	NA	NA	NA	1	1
Q06134	17.61	16.56	1.62	SPO77 YLR341W	NA	NA	NA	NA	NA	NA	NA
Q06135	23.6	2.88	0.408	GAS2 YLR343W L8300.5	NA	NA	NA	NA	NA	NA	NA
Q06137	13.16	3.14	38.8	YLR345W	NA	NA	NA	NA	NA	NA	NA
Q06139	13.86	20.79	1.67	CIS1 YLR346C	NA	NA	NA	NA	NA	NA	NA
Q06142	1.16	0.58	504	KAP95 YLR347C L8300.15	NA	NA	NA	NA	NA	NA	NA
Q06143	5.03	2.34	39.3	DIC1 YLR348C	NA	NA	NA	NA	NA	NA	NA
Q06144	29.62	21.75	68.7	ORM2 YLR350W	NA	NA	NA	NA	NA	NA	NA
Q06146	51.4	91.58	247	YLR257W	NA	NA	NA	NA	NA	NA	NA
Q06147	30.85	27.07	14.8	LCB5 YLR260W	NA	NA	NA	NA	NA	NA	NA
Q06148	34.21	21.05	4.54	NEJ1 LIF2 YLR265C	NA	NA	NA	NA	NA	NA	NA
Q06149	12.98	2.99	1.84	PDR8 YLR266C L8479.13	NA	NA	NA	NA	NA	NA	NA
Q06150	1.92	0	8.24	BOP2 YLR267W	NA	NA	NA	NA	NA	NA	NA
Q06151	11.14	0.85	134	DCS1 YLR270W	NA	NA	NA	NA	NA	1	1
Q06152	36.13	54.37	12.2	YLR271W	NA	NA	NA	NA	NA	NA	NA
Q06156	16.41	4.59	20.9	YCS4 LOC7 YLR272C L8479.14	NA	NA	NA	NA	NA	NA	NA
Q06158	4.34	0	NA	NA	YLR311C	NA	1	NA	NA	NA	NA
Q06159	20.1	15.82	1.47	ATG39 YLR312C	NA	NA	NA	NA	NA	NA	NA
Q06160	51.58	23.9	5.07	SPH1 YLR313C	NA	NA	NA	NA	NA	NA	NA
Q06162	1.96	1.3	21.6	NKP2 YLR315W	NA	NA	NA	NA	NA	NA	NA
Q06163	3.61	0.33	1.44	EST2 YLR318W L8543.12	NA	NA	NA	NA	NA	NA	NA
Q06164	38.03	18.36	0.634	MMS22 SLM2 YLR320W	NA	NA	NA	NA	NA	NA	NA
Q06168	35.21	26.05	64.9	SFH1 YLR321C L8543.4	NA	NA	NA	NA	NA	NA	NA
Q06169	37.85	30.4	44.8	PEX30 YLR324W	NA	NA	NA	NA	NA	NA	NA
Q06170	29.58	27.91	13.2	YLR326W	NA	NA	NA	NA	NA	NA	NA
Q06177	4.65	96.51	33.8	TMA10 YLR327C L8543.1	NA	NA	NA	NA	NA	NA	NA
Q06178	28.92	30.42	59.5	NMA1 YLR328W L8543.16	NA	NA	NA	NA	NA	NA	NA
Q06179	35.15	2.28	15.6	FMP27 YLR454W	NA	NA	NA	NA	NA	NA	NA
Q06188	34.21	26.97	34.2	YLR455W	NA	NA	NA	NA	NA	NA	NA
Q06199	10.29	4.9	5.56	YLR456W	NA	NA	NA	NA	NA	NA	NA
Q06200	29.24	22.09	1.44	ECM7 ZRG15 YLR443W	NA	NA	NA	NA	NA	NA	NA
Q06201	19.68	26.59	1.63	GMC2 YLR445W	NA	NA	NA	NA	NA	NA	NA
Q06204	0.92	0	1.46	YLR446W	NA	NA	NA	NA	NA	NA	NA
Q06205	45.4	71.17	194	FPR4 YLR449W L9324.3	NA	NA	NA	NA	NA	1	1
Q06208	4.55	0	6.33	RIF2 YLR453C	YLR453C	NA	1	NA	NA	NA	NA
Q06211	13.93	1.35	2.39	MMS1 KIM3 RTT108 SLM6 YPR164W	NA	NA	NA	NA	NA	NA	NA
Q06213	15.28	29.93	48.1	NUT2 MED10 YPR168W P9325.2	NA	NA	NA	NA	NA	NA	NA
Q06214	23.57	17.47	135	JIP5 YPR169W	NA	NA	NA	NA	NA	NA	NA
Q06216	57.87	22.53	1.39	PIG1 YLR273C L9328.2	YLR273C	NA	1	NA	NA	NA	NA
Q06217	16.36	0.9	25.4	SMD2 YLR275W L9328.5	YLR275W	1	NA	NA	NA	NA	NA
Q06218	19.86	20.53	74.9	DBP9 YLR276C L9328.3	NA	NA	NA	NA	NA	NA	NA
Q06224	13.47	7.44	134	YSH1 BRR5 YLR277C	YLR277C	NA	1	NA	NA	NA	NA
Q06235	20.33	36.44	6.13	YLR162W	NA	NA	NA	NA	NA	NA	NA
Q06236	21.42	4.76	1.79	SHH4 YLR164W	NA	NA	NA	NA	NA	NA	NA
Q06244	1.57	4.72	1.48	PUS5 YLR165C	NA	NA	NA	NA	NA	NA	NA
Q06245	15.95	3.55	39.9	SEC10 YLR166C L9362.12	NA	NA	NA	NA	NA	NA	NA
Q06247	11.84	3.28	1.19	YLR173W	NA	NA	NA	NA	NA	NA	NA
Q06251	52.22	30.41	16.7	YLR177W	NA	NA	NA	NA	NA	NA	NA
Q06252	2.48	1.99	180	YLR179C L9470.20	NA	NA	NA	NA	NA	1	1
Q06263	39.09	33.63	61.7	VTA1 YLR181C	NA	NA	NA	NA	NA	NA	NA
Q06266	54.6	36.6	5.7	TOS4 YLR183C L94705.22	NA	NA	NA	NA	NA	NA	NA
Q06267	10.43	20	1.63	YLR184W L9470.7	NA	NA	NA	NA	NA	NA	NA
Q06287	11.9	7.14	231	EMG1 NEP1 YLR186W L9470.5	NA	NA	NA	NA	NA	NA	NA
Q06315	65.2	54.48	11.8	SKG3 YLR187W	NA	NA	NA	NA	NA	NA	NA
Q06321	35.14	17.69	6.01	ATG26 UGT51 YLR189C	NA	NA	NA	NA	NA	NA	NA
Q06324	56.41	65.37	13.8	MMR1 YLR190W	NA	NA	NA	NA	NA	NA	NA
Q06325	31.54	4.69	4.88	YPS7 YDR349C	NA	NA	NA	NA	NA	NA	NA
Q06328	19.87	6.62	61	YPQ2 YDR352W	NA	NA	NA	NA	NA	NA	NA
Q06333	19.67	11.47	6.23	CNL1 YDR357C	NA	NA	NA	NA	NA	NA	NA
Q06336	39.13	29.44	25.3	GGA1 YDR358W D9476.2	NA	NA	NA	NA	NA	NA	1
Q06337	74.23	44.9	3.56	EAF1 VID21 YDR359C	YDR359C	1	NA	NA	NA	NA	1
Q06338	24.02	17.66	121	BCP1 YDR361C	NA	NA	NA	NA	NA	1	1
Q06339	23.66	23.21	10.2	TFC6 YDR362C	NA	NA	NA	NA	NA	NA	NA
Q06340	59.42	49.12	15	ESC2 YDR363W	NA	NA	NA	NA	NA	NA	NA
Q06344	56.36	69.74	111	ESF1 YDR365C	NA	NA	NA	NA	NA	1	1
Q06346	16.28	0	59	KEI1 YDR367W	YDR367W	1	NA	NA	NA	NA	NA
Q06349	15.61	6.1	9.31	DXO1 YDR370C	NA	NA	NA	NA	NA	NA	NA
Q06350	10.17	2.93	22.7	CTS2 YDR371W D9481.7	NA	NA	NA	NA	NA	NA	NA
Q06385	17.97	11.88	68.8	VPS74 YDR372C D9481.15	NA	NA	NA	NA	NA	NA	NA
Q06389	3.15	0	60.2	FRQ1 NCS1 YDR373W D9481.6	NA	NA	NA	NA	NA	NA	NA
Q06390	44.77	22.87	1.49	PHO92 MRB1 YDR374C	YDR374C	NA	1	NA	NA	NA	NA
Q06405	6.93	0.99	159	ATP17 YDR377W D9481.21	NA	NA	NA	NA	NA	NA	NA
Q06406	8.13	3.48	10.2	LSM6 YDR378C D9481.18	NA	NA	NA	NA	NA	NA	1
Q06407	63.03	57.28	10.2	RGA2 YDR379W D9481.4	YDR379W	NA	1	NA	NA	NA	NA
Q06408	6.77	1.57	117	ARO10 YDR380W D9481.3	NA	NA	NA	NA	NA	NA	NA
Q06409	20.23	4.65	5.99	DCK1 YLR422W	NA	NA	NA	NA	NA	NA	NA
Q06410	5.03	0.71	4.55	ATG17 APG17 YLR423C	NA	NA	NA	NA	NA	NA	NA
Q06411	21.89	10.87	5.99	SPP382 CCF8 NTR1 YLR424W	NA	NA	NA	NA	NA	NA	NA
Q06412	38.63	20.81	2.11	TUS1 SOP10 YLR425W	NA	NA	NA	NA	NA	NA	NA
Q06417	8.58	0	16.2	TDA5 YLR426W	NA	NA	NA	NA	NA	NA	NA
Q06436	45.67	33.58	29.1	MAG2 YLR427W	NA	NA	NA	NA	NA	NA	NA
Q06440	32.71	37.94	136	CRN1 YLR429W L9576.2	NA	NA	NA	NA	NA	NA	NA
Q06449	43.72	58.6	37.5	PIN3 LSB2 YPR154W	NA	NA	NA	NA	NA	NA	NA
Q06451	25.08	23.79	79.9	TPO3 YPR156C P9584.7	NA	NA	NA	NA	NA	NA	NA
Q06466	6.85	2.99	1.43	TDA6 YPR157W	YPR157W	NA	1	NA	NA	NA	NA
Q06469	27.38	3.17	1.41	CUR1 YPR158W	NA	NA	NA	NA	NA	NA	NA
Q06479	14.74	12.51	2.75	YLR352W	YLR352W	NA	1	NA	NA	NA	NA
Q06485	30.45	14.21	180	ATG33 YLR356W	NA	NA	NA	NA	NA	NA	NA
Q06488	41.61	41.84	46.1	RSC2 YLR357W L9638.1	NA	NA	NA	NA	NA	NA	NA
Q06489	2.67	1.7	40.9	MRI1 YPR118W P9642.7	NA	NA	NA	NA	NA	NA	NA
Q06490	4.54	0	0.016	THI22 YPR121W	NA	NA	NA	NA	NA	NA	NA
Q06493	27.31	18.28	146	YLH47 MRS7 YPR125W	YPR125W	NA	1	NA	NA	NA	NA
Q06494	0.28	0.86	36.5	YPR127W	NA	NA	NA	NA	NA	NA	NA
Q06497	16.15	2.13	31.5	ANT1 YPR128C	YPR128C	NA	1	NA	NA	NA	NA
Q06504	0	8.2	13.2	"NAT3 YPR131C"	YPR131C	1	NA	NA	NA	NA	NA
Q06505	56.09	57.56	55.9	SPN1 IWS1 YPR133C	YPR133C	1	NA	1	NA	1	1
Q06506	13.78	19.54	79.3	RRP9 YPR137W	YPR137W	1	NA	1	NA	1	1
Q06508	13.66	0.66	50.9	LOA1 VPS66 YPR139C	YPR139C	NA	1	NA	NA	1	1
Q06510	3.14	7.61	54.9	TAZ1 YPR140W	NA	NA	NA	NA	NA	NA	NA
Q06511	48	54.4	123	RRP15 YPR143W	NA	NA	NA	NA	NA	1	1
Q06512	7.78	0.54	48.7	NOC4 UTP19 YPR144C	NA	NA	NA	NA	NA	NA	NA
Q06522	0.65	0	25.3	YPR147C	NA	NA	NA	NA	NA	NA	NA
Q06523	39.08	43.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06524	50.48	20.87	1.89	SUE1 YPR151C	NA	NA	NA	NA	NA	NA	NA
Q06525	40.21	26.88	11.4	URN1 YPR152C	NA	NA	NA	NA	NA	NA	NA
Q06537	3.57	0	1.79	YPR153W	NA	NA	NA	NA	NA	NA	NA
Q06538	12.78	3.32	1.4	CSC1 YLR241W	YLR241W	NA	1	NA	NA	NA	NA
Q06541	0.31	0	2.46	ARV1 YLR242C	NA	NA	NA	NA	NA	NA	NA
Q06543	4.77	6.25	11.4	GPN3 YLR243W	YLR243W	NA	1	NA	NA	NA	NA
Q06549	2.81	0	38.3	CDD1 YLR245C L9672.13	NA	NA	NA	NA	NA	NA	NA
Q06551	17.27	1.67	1.38	ERF2 YLR246W	NA	NA	NA	NA	NA	NA	NA
Q06554	35.28	9.83	2.97	IRC20 YLR247C	NA	NA	NA	NA	NA	NA	NA
Q06563	7.61	0	14	SYM1 YLR251W	NA	NA	NA	NA	NA	NA	NA
Q06567	8.78	0.17	19.6	MCP2 MRX13 YLR253W L9672.2	NA	NA	NA	NA	NA	NA	NA
Q06568	35.97	37.03	17.4	NDL1 YLR254C	NA	NA	NA	NA	NA	NA	NA
Q06580	2.45	12.26	16.5	MLC2 YPR188C P9677.10	NA	NA	NA	NA	NA	NA	NA
Q06592	3.84	0	1.92	HPA2 YPR193C P9677.12	NA	NA	NA	NA	NA	NA	NA
Q06593	8.2	0	1.19	OPT2 YPR194C P9677.13	NA	NA	NA	NA	NA	NA	NA
Q06594	3.66	11	0.087	YPR195C P9677.14	NA	NA	NA	NA	NA	NA	NA
Q06595	5.53	0	1.43	YPR196W P9677.4	NA	NA	NA	NA	NA	NA	NA
Q06596	56.12	12.92	1.5	ARR1 ACR1 YAP8 YPR199C P9677.15	NA	NA	NA	NA	NA	NA	NA
Q06597	0	0	0.023	ARR2 ACR2 YPR200C P9677.16	NA	NA	NA	NA	NA	NA	NA
Q06598	10.14	2.22	1.77	ARR3 ACR3 YPR201W P9677.2	NA	NA	NA	NA	NA	NA	NA
Q06604	99.65	85.24	10.5	BSP1 YPR171W	YPR171W	NA	1	NA	NA	NA	NA
Q06608	13.5	20	24.3	YPR172W	NA	NA	NA	NA	NA	NA	NA
Q06616	34.38	54.29	37.9	YPR174C	NA	NA	NA	NA	NA	1	1
Q06623	22.74	17.7	14.1	HDA3 PLO1 YPR179C	NA	NA	NA	NA	NA	NA	NA
Q06624	6.62	4.61	65.2	AOS1 RHC31 YPR180W P9705.5	NA	NA	NA	NA	NA	NA	NA
Q06625	3.9	2.79	13.5	GDB1 YPR184W	NA	NA	NA	NA	NA	NA	NA
Q06628	70.18	61.78	3.64	ATG13 APG13 YPR185W	YPR185W	NA	1	NA	NA	NA	1
Q06629	19.43	26.85	20.9	HDA2 PLO2 YDR295C	NA	NA	NA	NA	NA	NA	NA
Q06630	8.4	6.63	64.8	MHR1 XTC1 YDR296W	NA	NA	NA	NA	NA	NA	NA
Q06631	47	47.19	216	BFR2 YDR299W	YDR299W	NA	1	NA	NA	1	1
Q06632	13.48	7.66	11.3	CFT1 YHH1 YDR301W	NA	NA	NA	NA	NA	NA	NA
Q06636	26.94	6.84	37.1	GPI11 YDR302W	NA	NA	NA	NA	NA	NA	NA
Q06639	25.08	13.67	54	RSC3 YDR303C D9740.13	YDR303C	NA	1	NA	NA	NA	NA
Q06640	20.71	17.99	1.53	YDR306C	NA	NA	NA	NA	NA	NA	NA
Q06644	6.04	0.45	16.2	PMT7 YDR307W D9740.4	NA	NA	NA	NA	NA	NA	NA
Q06648	62.92	69.19	11.6	GIC2 YDR309C D9740.18	YDR309C	NA	1	NA	NA	NA	NA
Q06651	33.91	27.62	12.5	PIB1 YDR313C	NA	NA	NA	NA	NA	NA	NA
Q06665	20.08	4.04	0.954	RAD34 YDR314C	NA	NA	NA	NA	NA	NA	NA
Q06667	3.2	0	1.47	IPK1 GSL1 YDR315C	NA	NA	NA	NA	NA	NA	NA
Q06668	20.38	5.09	12.8	OMS1 YDR316W	NA	NA	NA	NA	NA	NA	NA
Q06671	21.19	25.16	6.23	ATG23 CVT23 YLR431C	NA	NA	NA	NA	NA	NA	NA
Q06672	44.39	28.29	133	TSR2 YLR435W	YLR435W	NA	1	NA	NA	NA	NA
Q06673	40.03	16.4	17.5	ECM30 YLR436C	YLR436C	NA	1	NA	NA	NA	NA
Q06674	3.14	0.96	1.66	HIM1 YDR317W	NA	NA	NA	NA	NA	NA	NA
Q06675	16.3	17.11	8.46	MCM21 CTF5 YDR318W	NA	NA	NA	NA	NA	NA	NA
Q06676	12.4	0	1.98	YFT2 FIT2A YDR319C	NA	NA	NA	NA	NA	NA	NA
Q06677	59.88	44.61	32.1	SWA2 AUX1 BUD24 YDR320C D9798.10	YDR320C	NA	1	NA	NA	NA	NA
Q06678	10.08	2.45	107	MRPL35 YDR322W D9798.5	NA	NA	NA	NA	NA	NA	NA
Q06679	9.92	6.31	101	UTP4 YDR324C	YDR324C	1	NA	NA	NA	1	1
Q06680	25.31	19.32	17.5	YCG1 YCS5 YDR325W	NA	NA	NA	NA	NA	NA	NA
Q06681	61.12	50	3.65	YSP2 LAM2 LTC4 YDR326C	NA	NA	NA	NA	NA	NA	NA
Q06682	31.8	46	69.7	UBX5 YDR330W	YDR330W	NA	1	NA	NA	NA	NA
Q06683	12.62	0.58	1.63	IRC3 YDR332W	NA	NA	NA	NA	NA	NA	NA
Q06685	34.29	25.04	141	VIP1 YLR410W	NA	NA	NA	NA	NA	NA	NA
Q06686	44.81	0	1.57	CTR3 YLR411W L9931.6	NA	NA	NA	NA	NA	NA	NA
Q06688	5.83	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06689	14.22	1.33	282	YLR413W	NA	NA	NA	NA	NA	NA	NA
Q06695	12.87	15.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06696	23.85	5.65	19.3	VPS36 GRD12 VAC3 VPL11 YLR417W	YLR417W	NA	1	NA	NA	NA	NA
Q06697	18.32	26.71	35.6	CDC73 YLR418C	YLR418C	NA	1	NA	NA	NA	1
Q06698	20.9	13.44	40.9	YLR419W	NA	NA	NA	NA	NA	NA	NA
Q06702	11.29	0	1.66	CDA1 YLR307W L2142.2	NA	NA	NA	NA	NA	NA	NA
Q06703	11.21	0	1.41	CDA2 YLR308W L2142.1	NA	NA	NA	NA	NA	NA	NA
Q06704	38.09	51.26	81.5	IMH1 SYS3 YLR309C	NA	NA	NA	NA	NA	NA	NA
Q06705	10.29	9.8	149	CSR1 SFH2 YLR380W	YLR380W	NA	1	NA	NA	NA	NA
Q06706	12.6	6.3	141	IKI3 ELP1 TOT1 YLR384C L3502.7	NA	NA	NA	NA	NA	NA	1
Q06707	0.75	0	31	SWC7 AWS1 YLR385C	NA	NA	NA	NA	NA	NA	NA
Q06708	24.09	10.68	98.6	VAC14 SVP2 YLR386W L3502.1	NA	NA	NA	NA	NA	NA	NA
Q06709	35.87	39.35	172	REH1 YLR387C	NA	NA	NA	NA	NA	NA	NA
Q06810	61.38	58.61	12.6	OPY2 YPR075C	YPR075C	NA	1	NA	NA	NA	NA
Q06813	10.21	33.87	1.62	YPR078C	NA	NA	NA	NA	NA	NA	NA
