"uniprot_id"	"disopred_percent_bin"	"iupred_percent_bin"
"14578"	"I3L1E1"	"high"	"high"
"14579"	"Q494V2"	"high"	"high"
"14580"	"Q6PB30"	"mid"	"high"
"14581"	"P08686"	"low"	"mid"
"14582"	"Q8WXC6"	"low"	"mid"
"14583"	"Q92905"	"low"	"low"
"14584"	"Q9P0S2"	"mid"	"mid"
"14585"	"Q9NQT6"	"low"	"low"
"14586"	"Q9P109"	"low"	"low"
"14587"	"O60841"	"high"	"high"
"14588"	"Q8TC17"	"low"	"mid"
"14589"	"O60243"	"mid"	"mid"
"14590"	"Q9H0R4"	"low"	"low"
"14591"	"Q9UBX0"	"high"	"mid"
"14592"	"Q9P298"	"mid"	"low"
"14593"	"P54652"	"low"	"mid"
"14594"	"P32019"	"mid"	"mid"
"14595"	"Q8N5X7"	"mid"	"mid"
"14596"	"P01569"	"low"	"low"
"14597"	"Q96BM0"	"high"	"low"
"14598"	"K9M1U5"	"mid"	"mid"
"14599"	"Q9P0W0"	"low"	"mid"
"14600"	"Q9BYH8"	"high"	"high"
"14601"	"P47928"	"high"	"high"
"14602"	"P41236"	"high"	"high"
"14603"	"Q9H8X2"	"low"	"low"
"14604"	"P19013"	"high"	"mid"
"14605"	"Q5HYC2"	"high"	"high"
"14606"	"P78412"	"high"	"high"
"14607"	"Q9NVM9"	"mid"	"high"
"14608"	"Q9UK53"	"high"	"high"
"14609"	"Q9NTI7"	"high"	"high"
"14610"	"P0C7L1"	"mid"	"low"
"14611"	"Q8IV33"	"mid"	"low"
"14612"	"Q9ULD6"	"high"	"mid"
"14613"	"Q86UX2"	"mid"	"mid"
"14614"	"Q96P70"	"low"	"mid"
"14615"	"Q7LBC6"	"high"	"high"
"14616"	"Q15040"	"mid"	"low"
"14617"	"P43627"	"mid"	"mid"
"14618"	"Q8WVZ9"	"mid"	"mid"
"14619"	"Q5JUK3"	"mid"	"mid"
"14620"	"P22459"	"high"	"high"
"14621"	"Q6PIL6"	"mid"	"low"
"14622"	"Q9UJ96"	"mid"	"mid"
"14623"	"Q16558"	"low"	"low"
"14624"	"O14681"	"mid"	"low"
"14625"	"Q12778"	"high"	"high"
"14626"	"Q6UWH4"	"mid"	"mid"
"14627"	"P0CL80"	"high"	"high"
"14628"	"P62685"	"high"	"high"
"14629"	"Q5VSY0"	"high"	"high"
"14630"	"O75420"	"high"	"high"
"14631"	"Q99988"	"mid"	"mid"
"14632"	"Q5VTD9"	"mid"	"high"
"14633"	"Q5U4N7"	"mid"	"high"
"14634"	"O14793"	"mid"	"mid"
"14635"	"O75603"	"mid"	"high"
"14636"	"O95800"	"high"	"mid"
"14637"	"P21695"	"low"	"low"
"14638"	"Q8IUC8"	"low"	"low"
"14639"	"Q08379"	"high"	"high"
"14640"	"A6NH11"	"mid"	"mid"
"14641"	"Q5T6X5"	"mid"	"low"
"14642"	"P51124"	"low"	"low"
"14643"	"Q5VW38"	"mid"	"mid"
"14644"	"Q14451"	"high"	"mid"
"14645"	"P69891"	"low"	"low"
"14646"	"P15421"	"low"	"low"
"14647"	"Q6ZVF9"	"high"	"high"
"14648"	"Q8IUE6"	"mid"	"high"
"14649"	"Q9NWW0"	"high"	"high"
"14650"	"Q92619"	"high"	"high"
"14651"	"O75330"	"mid"	"high"
"14652"	"P25021"	"mid"	"mid"
"14653"	"Q9BTL4"	"high"	"high"
"14654"	"P0DOY3"	"low"	"high"
"14655"	"Q53G44"	"low"	"low"
"14656"	"P01562"	"low"	"low"
"14657"	"Q9UBH0"	"low"	"low"
"14658"	"P13598"	"low"	"low"
"14659"	"O43432"	"high"	"high"
"14660"	"Q9H2W1"	"mid"	"low"
"14661"	"O60244"	"mid"	"mid"
"14662"	"Q8WYA0"	"low"	"mid"
"14663"	"A6NMK8"	"high"	"high"
"14664"	"Q14532"	"high"	"low"
"14665"	"Q9H0H0"	"mid"	"low"
"14666"	"Q9NQS7"	"high"	"high"
"14667"	"Q6UWN5"	"mid"	"low"
"14668"	"Q96JY0"	"mid"	"mid"
"14669"	"P53582"	"low"	"low"
"14670"	"O60268"	"high"	"high"
"14671"	"Q5JSJ4"	"high"	"mid"
"14672"	"P00995"	"mid"	"low"
"14673"	"O75578"	"low"	"mid"
"14674"	"P02533"	"high"	"mid"
"14675"	"P80217"	"low"	"low"
"14676"	"Q9H063"	"mid"	"mid"
"14677"	"Q15555"	"high"	"high"
"14678"	"Q9UKP3"	"high"	"high"
"14679"	"Q86YT9"	"mid"	"mid"
"14680"	"Q9Y624"	"mid"	"mid"
"14681"	"Q6NYC1"	"mid"	"mid"
"14682"	"P26440"	"low"	"low"
"14683"	"P14618"	"low"	"low"
"14684"	"A6ND01"	"mid"	"low"
"14685"	"Q8IUG1"	"low"	"low"
"14686"	"Q14954"	"mid"	"mid"
"14687"	"Q9H1H9"	"high"	"high"
"14688"	"Q15726"	"high"	"high"
"14689"	"Q9UIL4"	"mid"	"mid"
"14690"	"Q9BQ66"	"low"	"low"
"14691"	"Q96CT2"	"mid"	"high"
"14692"	"A4D1S0"	"high"	"high"
"14693"	"O14649"	"high"	"mid"
"14694"	"Q9BXK1"	"high"	"high"
"14695"	"P06239"	"mid"	"low"
"14696"	"Q92876"	"low"	"low"
"14697"	"Q86Y97"	"high"	"mid"
"14698"	"Q6PIU1"	"mid"	"low"
"14699"	"A0A087WSZ0"	"low"	"low"
"14700"	"P01229"	"mid"	"low"
"14701"	"Q15048"	"low"	"low"
"14702"	"Q93052"	"high"	"high"
"14703"	"Q96L50"	"low"	"low"
"14704"	"Q643R3"	"mid"	"mid"
"14705"	"O75019"	"mid"	"mid"
"14706"	"Q86WA8"	"low"	"mid"
"14707"	"O15068"	"mid"	"high"
"14708"	"Q99698"	"high"	"mid"
"14709"	"Q96PG2"	"high"	"mid"
"14710"	"Q9NQ76"	"high"	"high"
"14711"	"Q13434"	"high"	"mid"
"14712"	"H3BPM6"	"low"	"low"
"14713"	"Q86YT6"	"mid"	"mid"
"14714"	"A0A0C5B5G6"	"low"	"low"
"14715"	"Q2M3A8"	"mid"	"high"
"14716"	"Q15723"	"high"	"high"
"14717"	"Q9Y6X4"	"high"	"high"
"14718"	"Q9UNN5"	"mid"	"mid"
"14719"	"A6NKC0"	"high"	"high"
"14720"	"A8MXZ1"	"high"	"high"
"14721"	"A6NNJ1"	"high"	"high"
"14722"	"Q92520"	"mid"	"mid"
"14723"	"Q8IXS8"	"high"	"high"
"14724"	"Q96L91"	"high"	"high"
"14725"	"P16452"	"low"	"low"
"14726"	"Q01740"	"low"	"low"
"14727"	"Q5VTL7"	"mid"	"low"
"14728"	"Q7L5A3"	"high"	"high"
"14729"	"Q9UK96"	"low"	"mid"
"14730"	"Q969H0"	"high"	"high"
"14731"	"Q5NUL3"	"mid"	"low"
"14732"	"Q8IZU1"	"high"	"high"
"14733"	"O94887"	"high"	"mid"
"14734"	"Q9BSK4"	"low"	"mid"
"14735"	"Q9UM11"	"high"	"high"
"14736"	"P02765"	"high"	"high"
"14737"	"Q8NB37"	"low"	"low"
"14738"	"Q92945"	"high"	"high"
"14739"	"Q6DN72"	"mid"	"mid"
"14740"	"Q9P2W3"	"low"	"low"
"14741"	"Q03113"	"mid"	"low"
"14742"	"Q53EU6"	"mid"	"low"
"14743"	"Q86UL3"	"mid"	"low"
"14744"	"Q14789"	"high"	"high"
"14745"	"O14653"	"low"	"high"
"14746"	"Q9NVX0"	"low"	"low"
"14747"	"Q04756"	"mid"	"mid"
"14748"	"A8MVW5"	"mid"	"low"
"14749"	"P15515"	"high"	"mid"
"14750"	"P0CJ69"	"low"	"low"
"14751"	"A2RU54"	"high"	"high"
"14752"	"P15248"	"mid"	"low"
"14753"	"Q8TDY8"	"high"	"high"
"14754"	"Q9Y661"	"high"	"high"
"14755"	"Q99665"	"mid"	"mid"
"14756"	"P05014"	"low"	"low"
"14757"	"Q9UHF4"	"high"	"high"
"14758"	"Q8N9C0"	"low"	"mid"
"14759"	"P01583"	"low"	"low"
"14760"	"P06730"	"mid"	"mid"
"14761"	"Q8IU54"	"mid"	"mid"
"14762"	"Q14773"	"mid"	"mid"
"14763"	"Q14213"	"mid"	"low"
"14764"	"Q4KMZ1"	"high"	"high"
"14765"	"Q9NWZ3"	"mid"	"mid"
"14766"	"Q01101"	"high"	"high"
"14767"	"Q14573"	"high"	"mid"
"14768"	"Q92845"	"mid"	"low"
"14769"	"O15229"	"low"	"low"
"14770"	"Q13201"	"high"	"mid"
"14771"	"Q6ZRQ5"	"low"	"low"
"14772"	"P60328"	"low"	"low"
"14773"	"O60870"	"mid"	"high"
"14774"	"Q9HB14"	"mid"	"low"
"14775"	"A6PVL3"	"mid"	"high"
"14776"	"Q9Y2U2"	"mid"	"low"
"14777"	"Q9UH77"	"low"	"low"
"14778"	"Q08380"	"low"	"low"
"14779"	"Q15334"	"high"	"mid"
"14780"	"P55268"	"low"	"mid"
"14781"	"Q5TA82"	"high"	"low"
"14782"	"Q9Y6N6"	"low"	"mid"
"14783"	"O95461"	"mid"	"mid"
"14784"	"Q5T751"	"high"	"low"
"14785"	"P98164"	"mid"	"low"
"14786"	"Q5BKY1"	"low"	"mid"
"14787"	"Q07954"	"mid"	"low"
"14788"	"Q8N967"	"mid"	"mid"
"14789"	"Q9H000"	"mid"	"high"
"14790"	"Q15773"	"high"	"high"
"14791"	"Q8N8Q3"	"mid"	"mid"
"14792"	"P19957"	"mid"	"mid"
"14793"	"Q8N8A8"	"mid"	"high"
"14794"	"Q70Z53"	"high"	"high"
"14795"	"O15540"	"low"	"low"
"14796"	"Q9NPD3"	"low"	"mid"
"14797"	"Q9BXW9"	"mid"	"mid"
"14798"	"P11308"	"high"	"high"
"14799"	"Q92817"	"high"	"high"
"14800"	"Q8N128"	"high"	"high"
"14801"	"Q96KP1"	"mid"	"low"
"14802"	"P28715"	"high"	"high"
"14803"	"P42566"	"high"	"high"
"14804"	"P29320"	"mid"	"low"
"14805"	"P62508"	"high"	"mid"
"14806"	"P05230"	"mid"	"mid"
"14807"	"Q9GZV9"	"high"	"high"
"14808"	"P39748"	"low"	"mid"
"14809"	"Q9UKB1"	"mid"	"low"
"14810"	"Q86XK2"	"mid"	"mid"
"14811"	"P31371"	"mid"	"mid"
"14812"	"P11362"	"mid"	"mid"
"14813"	"Q9C0D6"	"high"	"high"
"14814"	"Q14697"	"low"	"mid"
"14815"	"Q9BQS8"	"high"	"high"
"14816"	"Q7L622"	"mid"	"low"
"14817"	"Q9BYC5"	"mid"	"low"
"14818"	"Q9Y231"	"mid"	"low"
"14819"	"P55318"	"high"	"high"
"14820"	"Q99958"	"high"	"high"
"14821"	"Q9UBC7"	"mid"	"mid"
"14822"	"Q96C23"	"low"	"low"
"14823"	"Q14435"	"mid"	"mid"
"14824"	"H0YKK7"	"high"	"high"
"14825"	"O14772"	"low"	"low"
"14826"	"Q9NUV9"	"low"	"mid"
"14827"	"Q8WWP7"	"mid"	"mid"
"14828"	"P09681"	"high"	"high"
"14829"	"P50151"	"low"	"low"
"14830"	"P55107"	"high"	"high"
"14831"	"O60609"	"mid"	"low"
"14832"	"Q8TB36"	"low"	"mid"
"14833"	"O94808"	"low"	"low"
"14834"	"A6NC78"	"high"	"high"
"14835"	"Q8IXQ4"	"high"	"high"
"14836"	"Q9HCN6"	"mid"	"high"
"14837"	"Q8N0V5"	"low"	"low"
"14838"	"P06028"	"high"	"low"
"14839"	"Q9BQ67"	"mid"	"high"
"14840"	"Q6Y1H2"	"mid"	"low"
"14841"	"P33778"	"mid"	"high"
"14842"	"Q9BYK8"	"mid"	"mid"
"14843"	"P60008"	"high"	"high"
"14844"	"Q5GLZ8"	"low"	"low"
"14845"	"Q9UII4"	"low"	"low"
"14846"	"Q08623"	"low"	"low"
"14847"	"Q9Y6Z4"	"low"	"high"
"14848"	"Q9NXS3"	"low"	"low"
"14849"	"Q9P0G3"	"mid"	"low"
"14850"	"Q96KK3"	"mid"	"mid"
"14851"	"O75473"	"low"	"low"
"14852"	"Q9UK17"	"high"	"mid"
"14853"	"Q12918"	"high"	"low"
"14854"	"P01615"	"low"	"low"
"14855"	"Q8N3Y3"	"mid"	"mid"
"14856"	"Q6PKG0"	"high"	"high"
"14857"	"Q9BRA0"	"high"	"high"
"14858"	"Q9NR34"	"mid"	"mid"
"14859"	"O15151"	"high"	"high"
"14860"	"Q9H8J5"	"high"	"high"
"14861"	"Q56UN5"	"high"	"high"
"14862"	"Q6ZNC8"	"low"	"low"
"14863"	"Q8TD90"	"mid"	"mid"
"14864"	"P01709"	"low"	"mid"
"14865"	"Q3C1V0"	"high"	"mid"
"14866"	"Q68D91"	"low"	"low"
"14867"	"Q96PG1"	"mid"	"mid"
"14868"	"Q9HCI5"	"high"	"high"
"14869"	"Q9P086"	"low"	"mid"
"14870"	"Q5J8X5"	"low"	"low"
"14871"	"Q14703"	"mid"	"mid"
"14872"	"A0A0B4J1Y8"	"low"	"mid"
"14873"	"P25929"	"mid"	"low"
"14874"	"O95372"	"low"	"low"
"14875"	"Q16798"	"low"	"low"
"14876"	"P07948"	"mid"	"mid"
"14877"	"P23368"	"low"	"low"
"14878"	"Q9BUB5"	"mid"	"mid"
"14879"	"Q7L4E1"	"high"	"mid"
"14880"	"Q5JSS6"	"low"	"low"
"14881"	"Q99583"	"high"	"high"
"14882"	"Q16653"	"mid"	"low"
"14883"	"P20671"	"mid"	"high"
"14884"	"P30711"	"low"	"low"
"14885"	"Q6AI08"	"mid"	"mid"
"14886"	"Q86UW8"	"mid"	"low"
"14887"	"Q8IV16"	"high"	"high"
"14888"	"Q6UWX4"	"mid"	"mid"
"14889"	"Q9NP08"	"high"	"high"
"14890"	"P0CJ73"	"mid"	"high"
"14891"	"Q6PI97"	"high"	"high"
"14892"	"P54868"	"low"	"low"
"14893"	"P07910"	"high"	"high"
"14894"	"O95757"	"mid"	"mid"
"14895"	"P0DMV9"	"low"	"mid"
"14896"	"Q01113"	"high"	"mid"
"14897"	"Q13418"	"low"	"mid"
"14898"	"Q6ZVW7"	"low"	"low"
"14899"	"O75144"	"mid"	"low"
"14900"	"A6NMD0"	"high"	"high"
"14901"	"Q9BW83"	"low"	"low"
"14902"	"Q1A5X6"	"mid"	"high"
"14903"	"Q8N6M8"	"low"	"high"
"14904"	"P58062"	"mid"	"low"
"14905"	"P17301"	"low"	"low"
"14906"	"Q96PE3"	"mid"	"mid"
"14907"	"Q9Y6K8"	"mid"	"mid"
"14908"	"O60674"	"low"	"low"
"14909"	"Q9NQX7"	"low"	"mid"
"14910"	"P60370"	"low"	"low"
"14911"	"P43629"	"mid"	"high"
"14912"	"Q8IYD2"	"low"	"low"
"14913"	"Q8TBB5"	"high"	"high"
"14914"	"O60259"	"low"	"mid"
"14915"	"Q92806"	"mid"	"mid"
"14916"	"Q9BU76"	"high"	"high"
"14917"	"Q6VAB6"	"high"	"high"
"14918"	"A0A075B6S6"	"low"	"low"
"14919"	"O00214"	"low"	"low"
"14920"	"P11279"	"low"	"mid"
"14921"	"P07942"	"low"	"mid"
"14922"	"Q92615"	"high"	"high"
"14923"	"Q8N7R0"	"high"	"mid"
"14924"	"Q86YD5"	"mid"	"high"
"14925"	"Q9C0I9"	"high"	"high"
"14926"	"Q86VH5"	"mid"	"mid"
"14927"	"Q9NT99"	"mid"	"mid"
"14928"	"Q12907"	"mid"	"low"
"14929"	"Q9ULH4"	"high"	"mid"
"14930"	"P16233"	"low"	"low"
"14931"	"Q6UX01"	"low"	"low"
"14932"	"Q17RB8"	"mid"	"mid"
"14933"	"Q9NZU5"	"mid"	"mid"
"14934"	"Q05469"	"high"	"high"
"14935"	"P33908"	"mid"	"mid"
"14936"	"Q8WZA0"	"low"	"mid"
"14937"	"O00754"	"low"	"mid"
"14938"	"Q9BTT4"	"low"	"mid"
"14939"	"Q96JA4"	"high"	"high"
"14940"	"Q99558"	"high"	"high"
"14941"	"Q8TC57"	"mid"	"mid"
"14942"	"Q96PE7"	"mid"	"low"
"14943"	"Q5TCQ9"	"high"	"high"
"14944"	"A0A0G2JS06"	"low"	"mid"
"14945"	"A0A075B6I9"	"low"	"low"
"14946"	"P33032"	"mid"	"low"
"14947"	"P49146"	"mid"	"mid"
"14948"	"O75200"	"mid"	"high"
"14949"	"Q5VZF2"	"high"	"mid"
"14950"	"F8W1W9"	"mid"	"high"
"14951"	"O43772"	"low"	"low"
"14952"	"P10253"	"low"	"mid"
"14953"	"P01303"	"mid"	"high"
"14954"	"P46087"	"high"	"high"
"14955"	"P29120"	"mid"	"high"
"14956"	"Q13232"	"low"	"low"
"14957"	"Q6UXI9"	"mid"	"high"
"14958"	"Q16626"	"high"	"high"
"14959"	"P16109"	"low"	"low"
"14960"	"Q86SE8"	"high"	"high"
"14961"	"Q969Z3"	"low"	"low"
"14962"	"Q9NWR8"	"mid"	"low"
"14963"	"Q5VT66"	"low"	"low"
"14964"	"Q9P2G4"	"high"	"high"
"14965"	"Q8NE86"	"mid"	"low"
"14966"	"Q9Y6D9"	"mid"	"high"
"14967"	"Q10469"	"mid"	"low"
"14968"	"Q2M2H8"	"mid"	"mid"
"14969"	"Q8N4C8"	"high"	"high"
"14970"	"Q6UWE3"	"mid"	"low"
"14971"	"Q9NR63"	"mid"	"low"
"14972"	"Q8N1N5"	"high"	"low"
"14973"	"Q9NRM1"	"high"	"high"
"14974"	"Q6UX04"	"high"	"high"
"14975"	"O60759"	"high"	"mid"
"14976"	"O76096"	"mid"	"low"
"14977"	"Q6ZRH7"	"low"	"low"
"14978"	"P33240"	"high"	"high"
"14979"	"Q13363"	"mid"	"mid"
"14980"	"Q9BQA9"	"mid"	"mid"
"14981"	"P13498"	"mid"	"high"
"14982"	"O75935"	"low"	"low"
"14983"	"P06132"	"low"	"low"
"14984"	"Q96PD2"	"mid"	"high"
"14985"	"Q9NQI0"	"high"	"high"
"14986"	"Q5VZ89"	"high"	"mid"
"14987"	"A2RUS2"	"mid"	"mid"
"14988"	"Q96EX3"	"mid"	"mid"
"14989"	"Q05D60"	"high"	"high"
"14990"	"Q5F1R6"	"high"	"high"
"14991"	"Q00796"	"low"	"low"
"14992"	"Q8IXT2"	"high"	"high"
"14993"	"Q16854"	"mid"	"low"
"14994"	"Q5SXM8"	"high"	"mid"
"14995"	"O60879"	"high"	"high"
"14996"	"Q5T7M9"	"low"	"low"
"14997"	"P68104"	"low"	"mid"
"14998"	"P12724"	"mid"	"low"
"14999"	"O60469"	"mid"	"mid"
"15000"	"O14640"	"high"	"high"
"15001"	"P0C7U0"	"high"	"high"
"15002"	"Q16775"	"mid"	"mid"
"15003"	"P02042"	"low"	"low"
"15004"	"A0A1W2PR19"	NA	NA
"15005"	"Q9H7L2"	"mid"	"low"
"15006"	"Q92522"	"high"	"high"
"15007"	"Q8TDG4"	"high"	"mid"
"15008"	"Q8WYK2"	"high"	"high"
"15009"	"F8WCM5"	"high"	"high"
"15010"	"Q3LI64"	"low"	"low"
"15011"	"Q9BYR7"	"low"	"low"
"15012"	"Q3LI60"	"low"	"low"
"15013"	"Q9ULD8"	"high"	"high"
"15014"	"Q8IYT4"	"mid"	"mid"
"15015"	"A0A0A0MT89"	"low"	"low"
"15016"	"Q9Y2U9"	"low"	"low"
"15017"	"Q9UKQ9"	"low"	"low"
"15018"	"Q6ZST4"	"low"	"low"
"15019"	"Q3ZCV2"	"mid"	"high"
"15020"	"P04180"	"mid"	"low"
"15021"	"Q71RC2"	"high"	"high"
"15022"	"O95751"	"mid"	"mid"
"15023"	"Q9BVC4"	"low"	"low"
"15024"	"Q8TAF5"	"low"	"mid"
"15025"	"Q7Z2Q7"	"mid"	"low"
"15026"	"Q14693"	"high"	"high"
"15027"	"Q38SD2"	"mid"	"mid"
"15028"	"Q0VGL1"	"low"	"low"
"15029"	"Q68CR7"	"high"	"high"
"15030"	"Q9Y2L9"	"high"	"high"
"15031"	"A6NJI9"	"mid"	"mid"
"15032"	"Q8NI32"	"mid"	"low"
"15033"	"Q92633"	"mid"	"low"
"15034"	"Q53F19"	"high"	"high"
"15035"	"Q9UGP4"	"high"	"high"
"15036"	"Q7L985"	"low"	"low"
"15037"	"P53671"	"mid"	"mid"
"15038"	"P61244"	"high"	"high"
"15039"	"Q96FE5"	"low"	"low"
"15040"	"Q96S90"	"high"	"high"
"15041"	"P49736"	"mid"	"mid"
"15042"	"Q96M61"	"high"	"high"
"15043"	"Q15759"	"low"	"mid"
"15044"	"Q9UJH8"	"low"	"low"
"15045"	"Q86XN8"	"high"	"high"
"15046"	"Q6ZN01"	"high"	"high"
"15047"	"O75030"	"high"	"high"
"15048"	"Q5VWP3"	"high"	"high"
"15049"	"Q96A32"	"mid"	"mid"
"15050"	"P27361"	"low"	"mid"
"15051"	"Q29980"	"mid"	"mid"
"15052"	"P46734"	"mid"	"mid"
"15053"	"P36021"	"mid"	"mid"
"15054"	"P03956"	"low"	"mid"
"15055"	"Q9UI43"	"mid"	"low"
"15056"	"Q9NRE1"	"low"	"low"
"15057"	"Q86WG5"	"high"	"mid"
"15058"	"Q8TCG5"	"low"	"mid"
"15059"	"Q96RY5"	"high"	"high"
"15060"	"Q6VVX0"	"low"	"low"
"15061"	"P07315"	"low"	"low"
"15062"	"A6NGU7"	"mid"	"high"
"15063"	"P21291"	"low"	"mid"
"15064"	"P02775"	"high"	"mid"
"15065"	"O00574"	"mid"	"low"
"15066"	"O14529"	"high"	"high"
"15067"	"P17538"	"low"	"low"
"15068"	"Q8NFK1"	"high"	"mid"
"15069"	"O43169"	"mid"	"mid"
"15070"	"Q9NXZ2"	"mid"	"mid"
"15071"	"Q9UBU7"	"high"	"high"
"15072"	"Q5VYK3"	"low"	"mid"
"15073"	"Q9UII6"	"mid"	"low"
"15074"	"Q7L9B9"	"mid"	"mid"
"15075"	"Q9NTX5"	"low"	"low"
"15076"	"Q5VZB9"	"high"	"high"
"15077"	"Q16254"	"high"	"high"
"15078"	"O60869"	"mid"	"high"
"15079"	"P00374"	"low"	"low"
"15080"	"Q8N1N2"	"mid"	"mid"
"15081"	"Q8TE73"	"low"	"low"
"15082"	"Q9BTV6"	"mid"	"mid"
"15083"	"Q8N1I0"	"mid"	"mid"
"15084"	"Q9H095"	"mid"	"high"
"15085"	"Q6UXP7"	"low"	"mid"
"15086"	"Q8TC92"	"high"	"high"
"15087"	"Q9H0I2"	"high"	"high"
"15088"	"Q9NZC4"	"high"	"mid"
"15089"	"Q9NP62"	"high"	"mid"
"15090"	"Q02108"	"mid"	"low"
"15091"	"Q6NUI2"	"mid"	"low"
"15092"	"Q96P88"	"mid"	"low"
"15093"	"Q9HC44"	"high"	"high"
"15094"	"O15303"	"low"	"mid"
"15095"	"P09105"	"low"	"low"
"15096"	"Q96KK5"	"mid"	"mid"
"15097"	"P78347"	"high"	"high"
"15098"	"P58876"	"mid"	"high"
"15099"	"Q9BXC0"	"mid"	"low"
"15100"	"Q9P2P5"	"high"	"high"
"15101"	"Q10571"	"high"	"high"
"15102"	"P06870"	"low"	"low"
"15103"	"P01599"	"low"	"low"
"15104"	"Q14739"	"mid"	"mid"
"15105"	"Q5T752"	"high"	"low"
"15106"	"Q9GIP4"	"mid"	"mid"
"15107"	"P33241"	"high"	"high"
"15108"	"Q8ND30"	"high"	"high"
"15109"	"Q96FV0"	"high"	"high"
"15110"	"P54317"	"low"	"low"
"15111"	"P0CW20"	"mid"	"mid"
"15112"	"Q5TKA1"	"high"	"mid"
"15113"	"Q9NU23"	"mid"	"mid"
"15114"	"O95983"	"mid"	"high"
"15115"	"Q9NU22"	"high"	"mid"
"15116"	"Q08AI8"	"low"	"low"
"15117"	"Q8N3J2"	"mid"	"low"
"15118"	"Q7KZI7"	"high"	"high"
"15119"	"Q9H1L0"	"mid"	"high"
"15120"	"Q86YR7"	"mid"	"mid"
"15121"	"Q16539"	"low"	"low"
"15122"	"Q8WV92"	"low"	"low"
"15123"	"Q96EY8"	"mid"	"mid"
"15124"	"Q29983"	"mid"	"mid"
"15125"	"P33527"	"mid"	"low"
"15126"	"P0C860"	"high"	"high"
"15127"	"Q14168"	"mid"	"mid"
"15128"	"P20645"	"mid"	"mid"
"15129"	"A1L3X4"	"low"	"low"
"15130"	"P07320"	"low"	"low"
"15131"	"Q9UJA2"	"high"	"low"
"15132"	"P11844"	"low"	"low"
"15133"	"P16562"	"low"	"mid"
"15134"	"Q5T197"	"low"	"mid"
"15135"	"Q16698"	"low"	"low"
"15136"	"Q6NSW5"	"low"	"low"
"15137"	"Q5QP82"	"mid"	"high"
"15138"	"Q4QY38"	"mid"	"low"
"15139"	"Q8TEB1"	"low"	"mid"
"15140"	"Q9NXF7"	"mid"	"mid"
"15141"	"Q9UBS4"	"mid"	"mid"
"15142"	"Q9Y2G8"	"mid"	"low"
"15143"	"Q155Q3"	"high"	"high"
"15144"	"Q9H1X3"	"mid"	"mid"
"15145"	"O95886"	"high"	"high"
"15146"	"Q92988"	"high"	"high"
"15147"	"Q9NYJ7"	"low"	"mid"
"15148"	"Q9Y6T7"	"mid"	"mid"
"15149"	"Q5TB30"	"high"	"mid"
"15150"	"Q8WWF6"	"mid"	"mid"
"15151"	"P43004"	"mid"	"mid"
"15152"	"P56555"	"low"	"high"
"15153"	"Q9UNE0"	"high"	"mid"
"15154"	"Q9H8V3"	"mid"	"mid"
"15155"	"Q86SJ6"	"mid"	"mid"
"15156"	"Q14185"	"mid"	"mid"
"15157"	"P15502"	"high"	"mid"
"15158"	"Q902F9"	"low"	"mid"
"15159"	"Q9HBU6"	"mid"	"mid"
"15160"	"Q13144"	"mid"	"mid"
"15161"	"P61566"	"low"	"mid"
"15162"	"P13929"	"low"	"low"
"15163"	"P32298"	"low"	"low"
"15164"	"P08263"	"low"	"mid"
"15165"	"P49840"	"mid"	"high"
"15166"	"Q9H4Y5"	"low"	"mid"
"15167"	"P56524"	"high"	"high"
"15168"	"Q8IU81"	"high"	"high"
"15169"	"P01566"	"low"	"low"
"15170"	"P01571"	"low"	"low"
"15171"	"P01589"	"mid"	"high"
"15172"	"P05113"	"mid"	"low"
"15173"	"Q9BY19"	"high"	"low"
"15174"	"P35557"	"low"	"low"
"15175"	"O14498"	"mid"	"mid"
"15176"	"P78413"	"high"	"high"
"15177"	"Q8N201"	"mid"	"mid"
"15178"	"P05111"	"mid"	"mid"
"15179"	"O60575"	"mid"	"low"
"15180"	"P09529"	"mid"	"mid"
"15181"	"Q96EL1"	"high"	"high"
"15182"	"P38570"	"mid"	"mid"
"15183"	"Q3KP66"	"high"	"high"
"15184"	"Q5VWX1"	"high"	"high"
"15185"	"Q9UQM7"	"mid"	"mid"
"15186"	"O00139"	"mid"	"high"
"15187"	"Q9P2J3"	"low"	"low"
"15188"	"D3W0D1"	"mid"	"low"
"15189"	"Q8NEP7"	"low"	"mid"
"15190"	"Q9H6V9"	"low"	"low"
"15191"	"A0A0B4J2D9"	"low"	"low"
"15192"	"A6NJW4"	"mid"	"low"
"15193"	"O00370"	"low"	"low"
"15194"	"Q8WV07"	"low"	"low"
"15195"	"Q96E66"	"low"	"mid"
"15196"	"Q7Z4I7"	"low"	"low"
"15197"	"Q16609"	"mid"	"low"
"15198"	"O75334"	"high"	"high"
"15199"	"Q496Y0"	"mid"	"high"
"15200"	"P56270"	"mid"	"high"
"15201"	"Q5VSG8"	"mid"	"mid"
"15202"	"Q9HCC0"	"low"	"low"
"15203"	"Q9UHV7"	"high"	"high"
"15204"	"Q9UNF1"	"high"	"high"
"15205"	"Q96RQ3"	"mid"	"mid"
"15206"	"P01717"	"low"	"mid"
"15207"	"A0A0A0MRZ9"	"low"	"mid"
"15208"	"Q567V2"	"mid"	"low"
"15209"	"O43462"	"mid"	"low"
"15210"	"Q6P0N0"	"high"	"high"
"15211"	"Q9UKM7"	"mid"	"mid"
"15212"	"Q6P0Q8"	"high"	"high"
