uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	is_HI	oncogene	ps_high_conf	drlps_drivers	dr_all_phase_sep	drpls_clients
Q96Q07	10.94	8.66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96Q11	5.52	1.38	50.4	TRNT1 CGI-47	NA	NA	NA	NA	NA	NA	NA
Q96Q15	33.81	10.48	3.53	SMG1 ATX KIAA0421 LIP	NA	NA	NA	NA	NA	1	1
Q96Q27	0.51	5.62	0.005	ASB2	NA	NA	NA	NA	NA	NA	NA
Q96Q35	18.42	23.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96Q40	17.7	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96Q42	24.92	14.06	0.369	ALS2 ALS2CR6 KIAA1563	57679	0	NA	NA	NA	1	1
Q96Q45	44.6	41.17	1.47	TMEM237 ALS2CR4	65062	0	NA	NA	NA	NA	NA
Q96Q77	2.13	0	0.191	CIB3 KIP3	NA	NA	NA	NA	NA	NA	NA
Q96Q80	7.65	6.8	0.1	DERL3 C22orf14 DER3 LLN2	NA	NA	NA	NA	NA	NA	NA
Q96Q83	18.18	24.47	0.658	ALKBH3 ABH3 DEPC1	NA	NA	NA	NA	NA	NA	NA
Q96Q89	67.8	26.97	NA	NA	NA	NA	NA	NA	NA	1	1
Q96Q91	20.54	15.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96QA5	0.44	7.41	1	GSDMA GSDM GSDM1 FKSG9	NA	NA	NA	NA	NA	1	1
Q96QA6	2.52	0	0.127	YPEL2 FKSG4	NA	NA	NA	NA	NA	1	1
Q96QB1	60.6	44.63	0.164	DLC1 ARHGAP7 KIAA1723 STARD12	NA	NA	NA	NA	NA	NA	NA
Q96QC0	72.87	78.29	10.7	PPP1R10 CAT53 FB19 PNUTS	NA	NA	NA	NA	NA	1	NA
Q96QD5	10.76	2.54	0.055	DEPDC7	NA	NA	NA	NA	NA	NA	NA
Q96QD8	16	0	15.6	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2	NA	NA	NA	NA	NA	NA	NA
Q96QD9	64.46	60.37	5.22	FYTTD1 UIF	NA	NA	NA	NA	NA	1	1
Q96QE2	17.59	2.77	0.926	SLC2A13	NA	NA	NA	NA	NA	NA	NA
Q96QE3	79.6	39.31	0.157	ATAD5 C17orf41 FRAG1	NA	NA	NA	NA	NA	NA	NA
Q96QE4	69.37	51.31	0.034	LRRC37B	NA	NA	NA	NA	NA	NA	NA
Q96QE5	19.16	1.66	0.638	TEFM C17orf42	NA	NA	NA	NA	NA	NA	NA
Q96QF0	49.78	20.58	2.35	RAB3IP RABIN8	NA	NA	NA	NA	NA	NA	NA
Q96QF7	73.8	70.76	0.581	GCNA ACRC	NA	NA	NA	NA	NA	NA	NA
Q96QG7	2	3.27	2.64	MTMR9 C8orf9 MTMR8	NA	NA	NA	NA	NA	NA	NA
Q96QH2	87.61	88.2	1.06	PRAM1	NA	NA	NA	NA	NA	NA	NA
Q96QH8	13.2	0	0.819	SPACA5 LYZL5 SPACA5A UNQ6288/PRO20753; SPACA5B	NA	NA	NA	NA	NA	NA	NA
Q96QI5	19.88	18.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96QK1	3.64	6.65	123	VPS35 MEM3 TCCCTA00141	NA	NA	NA	NA	NA	1	1
Q96QK8	24.24	26.26	1.12	SMIM14 C4orf34	NA	NA	NA	NA	NA	NA	NA
Q96QP1	39.46	30.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96QR1	1.92	0	6.25	SCGB3A1 HIN1 PNSP2 UGRP2 UNQ629/PRO1245	NA	NA	NA	NA	NA	NA	NA
Q96QR8	29.8	40.38	48.4	PURB	NA	NA	NA	NA	NA	1	1
Q96QS1	22.81	0	0.043	TSPAN32 PHEMX TSSC6	NA	NA	NA	NA	NA	NA	NA
Q96QS3	77.75	58.36	1.23	ARX	170302	1	NA	NA	NA	NA	NA
Q96QS6	24.67	15.32	0.663	PSKH2	NA	NA	NA	NA	NA	NA	NA
Q96QT4	31.15	15.81	0.182	TRPM7 CHAK1 LTRPC7	NA	NA	NA	NA	NA	NA	NA
Q96QT6	58.66	47.11	1.23	PHF12 KIAA1523	NA	NA	NA	NA	NA	NA	NA
Q96QU1	27.41	20.56	NA	NA	65217	0	NA	NA	NA	NA	NA
Q96QU4	70.5	69.42	0.046	FRG2B	NA	NA	NA	NA	NA	NA	NA
Q96QU6	15.56	6.98	0.306	ACCS PHACS	NA	NA	NA	NA	NA	NA	NA
Q96QU8	1.95	1.51	4.83	XPO6 KIAA0370 RANBP20	NA	NA	NA	NA	NA	NA	NA
Q96QV1	6.14	4	0.066	HHIP HIP UNQ5825/PRO19644	NA	NA	NA	NA	NA	NA	NA
Q96QV6	21.37	30.53	664	H2AC1 H2AFR HIST1H2AA	NA	NA	NA	NA	NA	1	1
Q96QZ0	6.88	0.51	0.823	PANX3	NA	NA	NA	NA	NA	NA	NA
Q96QZ7	65.32	62.5	1.37	MAGI1 AIP3 BAIAP1 BAP1 TNRC19	NA	NA	NA	NA	NA	1	1
Q96R05	0.74	0	3.97	RBP7	NA	NA	NA	NA	NA	NA	NA
Q96R06	67.64	36.79	2.23	SPAG5	NA	NA	NA	NA	NA	1	1
Q96R08	0.95	0	0.283	OR5B12 OR5B12P OR5B16	NA	NA	NA	NA	NA	NA	NA
Q96R09	0.64	0	2.65	OR5B2	NA	NA	NA	NA	NA	NA	NA
Q96R27	1.92	0	0.406	OR2M4	NA	NA	NA	NA	NA	NA	NA
Q96R28	1.72	0	0.165	OR2M2	NA	NA	NA	NA	NA	NA	NA
Q96R30	3.17	0	0.059	OR2V2 OR2V3	NA	NA	NA	NA	NA	NA	NA
Q96R45	2.25	0	0	OR2A7	NA	NA	NA	NA	NA	NA	NA
Q96R47	2.9	0	0.072	OR2A14 OR2A14P OR2A6	NA	NA	NA	NA	NA	NA	NA
Q96R48	2.57	0	0.166	OR2A5 OR2A26 OR2A8	NA	NA	NA	NA	NA	NA	NA
Q96R54	1.27	0	0.075	OR14A2 OR5AX1 OR5AX1P	NA	NA	NA	NA	NA	NA	NA
Q96R67	1.94	0	0.66	OR4C12	NA	NA	NA	NA	NA	NA	NA
Q96R69	0	0	0.114	OR4F4	NA	NA	NA	NA	NA	NA	NA
Q96R72	3.8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96R84	2.24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RA2	3.52	0	0.004	OR7D2	NA	NA	NA	NA	NA	NA	NA
Q96RB7	1.31	0	0.099	OR5M11	NA	NA	NA	NA	NA	NA	NA
Q96RC9	1.61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RD0	3.19	0	0.186	OR8B2	NA	NA	NA	NA	NA	NA	NA
Q96RD1	1.6	0	0.126	OR6C1	NA	NA	NA	NA	NA	NA	NA
Q96RD2	3.71	0	0	OR52B2	NA	NA	NA	NA	NA	NA	NA
Q96RD3	2.55	0	0.002	OR52E6	NA	NA	NA	NA	NA	NA	NA
Q96RD6	44.01	36.33	0.61	PANX2	NA	NA	NA	NA	NA	NA	NA
Q96RD7	11.5	9.62	0.878	PANX1 MRS1 UNQ2529/PRO6028	NA	NA	NA	NA	NA	NA	NA
Q96RD9	12.79	4.91	0.989	FCRL5 FCRH5 IRTA2 UNQ503/PRO820	NA	NA	NA	NA	NA	NA	NA
Q96RE7	54.45	45.92	4.62	"NACC1 BTBD14B NAC1"	NA	NA	NA	NA	NA	1	1
Q96RE9	12.91	4.8	0.065	ZNF300	NA	NA	NA	NA	NA	NA	NA
Q96RF0	20.85	29.93	3.61	SNX18 SH3PXD3B SNAG1	NA	NA	NA	NA	NA	NA	NA
Q96RG2	54.27	18.66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RI0	21.29	7.01	0.187	F2RL3 PAR4	NA	NA	NA	NA	NA	NA	NA
Q96RI1	37.65	7.61	0.458	NR1H4 BAR FXR HRR1 RIP14	NA	NA	NA	NA	NA	NA	NA
Q96RI8	5.79	0	0.38	TAAR6 TA4 TAR4 TRAR4	NA	NA	NA	NA	NA	NA	NA
Q96RI9	9.48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RJ0	3.24	0	0.334	TAAR1 TA1 TAR1 TRAR1	NA	NA	NA	NA	NA	NA	NA
Q96RJ3	44.56	61.41	0.762	TNFRSF13C BAFFR BR3	NA	NA	NA	NA	NA	NA	NA
Q96RJ6	53.01	25.9	0.164	FERD3L BHLHA31 NATO3 NTWIST	NA	NA	NA	NA	NA	NA	NA
Q96RK0	98.32	86.94	NA	NA	23152	1	1	NA	NA	NA	NA
Q96RK1	77.71	77.17	0.196	CITED4 MRG2	NA	NA	NA	NA	NA	NA	NA
Q96RK4	9.24	17.72	0.171	BBS4	NA	NA	NA	NA	NA	1	1
Q96RL1	78.72	71.07	3.92	UIMC1 RAP80 RXRIP110	NA	NA	NA	NA	NA	NA	NA
Q96RL6	17.04	23.49	0.401	SIGLEC11 UNQ9222/PRO28718	NA	NA	NA	NA	NA	NA	NA
Q96RL7	26.02	2.29	2.94	VPS13A CHAC KIAA0986	23230	0	NA	NA	NA	NA	NA
Q96RM1	98.61	0	2.3	SPRR2F	NA	NA	NA	NA	NA	NA	NA
Q96RN1	34.32	17.83	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RN5	64.34	59.64	5.98	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7	NA	NA	NA	NA	NA	NA	NA
Q96RP3	37.5	25.89	0.067	UCN2 SRP URP	NA	NA	NA	NA	NA	NA	NA
Q96RP7	13.99	11.93	0.072	GAL3ST4 PP6968	NA	NA	NA	NA	NA	NA	NA
Q96RP8	16.22	2.41	0.438	KCNA7	NA	NA	NA	NA	NA	NA	NA
Q96RP9	18.37	2.39	40.8	GFM1 EFG EFG1 GFM	85476	0	NA	NA	NA	1	1
Q96RQ1	9.54	3.71	5.1	ERGIC2 ERV41 PTX1 CDA14	NA	NA	NA	NA	NA	NA	NA
Q96RQ3	10.62	9.79	52.8	MCCC1 MCCA	56922	0	NA	NA	NA	NA	NA
Q96RQ9	14.63	16.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RR1	15.2	10.52	0.304	TWNK C10orf2 PEO1	NA	NA	NA	NA	NA	1	NA
Q96RR4	46.25	38.09	2.94	CAMKK2 CAMKKB KIAA0787	NA	NA	NA	NA	NA	1	1
Q96RS0	52.28	45.13	1.07	TGS1 HCA137 NCOA6IP PIMT	NA	NA	NA	NA	NA	NA	NA
Q96RS6	8.74	3.77	35.3	NUDCD1 CML66	NA	NA	NA	NA	NA	NA	NA
Q96RT1	60.76	59.63	NA	NA	NA	NA	NA	NA	NA	1	1
Q96RT6	39.19	44.16	0.611	CTAGE1 CTAGE2	NA	NA	NA	NA	NA	NA	NA
Q96RT7	46.72	35.23	0.282	TUBGCP6 GCP6 KIAA1669	85378	0	NA	NA	NA	1	1
Q96RT8	16.69	9.96	NA	NA	NA	NA	NA	NA	NA	1	1
Q96RU2	32.96	18.84	2.33	USP28 KIAA1515	NA	NA	NA	NA	NA	NA	NA
Q96RU3	34.35	47.32	138	FNBP1 FBP17 KIAA0554	NA	NA	NA	NA	NA	NA	NA
Q96RU7	25.69	20.11	0.125	TRIB3 C20orf97 NIPK SKIP3 TRB3	NA	NA	NA	NA	NA	1	NA
Q96RU8	28.22	14.51	0.077	TRIB1 C8FW GIG2 TRB1	NA	NA	NA	NA	NA	NA	NA
Q96RV3	50.36	37.29	0.007	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1	NA	NA	NA	NA	NA	NA	NA
Q96RW7	29.95	5.19	0.972	HMCN1 FIBL6	NA	NA	NA	NA	NA	NA	NA
Q96RY5	80.53	62.49	NA	NA	NA	NA	NA	NA	NA	1	1
Q96RY7	4.17	6.36	0.5	IFT140 KIAA0590 WDTC2	9742	0	NA	NA	NA	NA	NA
Q96S06	6.52	6.7	0.316	LMF1 C16orf26 TMEM112 HMFN1876 JFP11	NA	NA	NA	NA	NA	NA	NA
Q96S07	63.93	81.09	0.378	PRR25 gs64	NA	NA	NA	NA	NA	NA	NA
Q96S15	23.69	15.97	1.01	WDR24 C16orf21 JFP7	NA	NA	NA	NA	NA	NA	NA
Q96S16	12.57	24.55	0.206	JMJD8 C16orf20 PP14397	NA	NA	NA	NA	NA	NA	NA
Q96S19	0	0	4.94	METTL26 JFP2 C16orf13	NA	NA	NA	NA	NA	NA	NA
Q96S21	19.92	8.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S37	6.14	0.36	0.2	SLC22A12 OATL4 URAT1 UNQ6453/PRO34004	NA	NA	NA	NA	NA	NA	NA
Q96S38	53.84	27.86	1.06	RPS6KC1 RPK118	NA	NA	NA	NA	NA	NA	NA
Q96S42	24.78	4.03	0.024	NODAL	4838	1	NA	NA	NA	NA	NA
Q96S44	8.3	10.67	12.2	TP53RK C20orf64 PRPK	NA	NA	NA	NA	NA	NA	NA
Q96S52	6.84	2.7	16.3	PIGS UNQ1873/PRO4316	NA	NA	NA	NA	NA	NA	NA
Q96S53	44.65	27.49	0.496	TESK2	NA	NA	NA	NA	NA	NA	NA
Q96S55	33.53	37.89	17	WRNIP1 WHIP	NA	NA	NA	NA	NA	NA	NA
Q96S59	43.75	44.3	7.01	RANBP9 RANBPM	NA	NA	NA	NA	NA	1	1
Q96S65	59.59	30.39	0.975	CSRNP1 AXUD1 TAIP3	NA	NA	NA	NA	NA	NA	NA
Q96S66	39.38	34.48	5.58	CLCC1 KIAA0761 MCLC	NA	NA	NA	NA	NA	NA	NA
Q96S79	7.88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S82	46.05	45	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S86	5	1.66	3.74	HAPLN3 EXLD1 UNQ238/PRO271	NA	NA	NA	NA	NA	NA	NA
Q96S90	52.42	70.48	1.72	LYSMD1 SB145	NA	NA	NA	NA	NA	NA	NA
Q96S94	50.76	44.23	3.46	CCNL2 SB138	NA	NA	NA	NA	NA	NA	NA
Q96S95	13.92	67.08	0.069	CAMK2N2	NA	NA	NA	NA	NA	NA	NA
Q96S96	17.18	18.94	50.6	PEBP4 CORK1 UNQ1933/PRO4408	NA	NA	NA	NA	NA	NA	NA
Q96S97	8.69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S99	24.01	18.63	2.47	PLEKHF1 APPD LAPF ZFYVE15	NA	NA	NA	NA	NA	NA	NA
Q96SA4	10.1	0	2.11	SERINC2 TDE2L FKSG84 UNQ263/PRO300	NA	NA	NA	NA	NA	NA	NA
Q96SB3	71.04	69.07	NA	NA	NA	NA	NA	NA	NA	1	1
Q96SB4	45.49	43.51	26.5	SRPK1	NA	NA	NA	NA	NA	NA	NA
Q96SB8	9.8	23.09	NA	NA	NA	NA	NA	NA	NA	1	1
Q96SC8	68.26	42.98	1.16	DMRTA2 DMRT5	NA	NA	NA	NA	NA	NA	NA
Q96SD1	42.19	32.08	0.675	DCLRE1C ARTEMIS ASCID SCIDA SNM1C	64421	0	NA	NA	NA	NA	NA
Q96SE0	9.13	2.96	0.027	ABHD1 LABH1	NA	NA	NA	NA	NA	NA	NA
Q96SE7	10.25	11.68	0.081	ZNF347 ZNF1111	NA	NA	NA	NA	NA	NA	NA
Q96SF2	10.95	11.13	0.004	CCT8L2 CESK1	NA	NA	NA	NA	NA	1	1
Q96SF7	65.61	41.02	0.301	TBX15 TBX14	NA	NA	NA	NA	NA	NA	NA
Q96SI1	21.55	18.02	2.15	KCTD15	NA	NA	NA	NA	NA	NA	NA
Q96SI9	19.49	27.08	NA	NA	NA	NA	NA	NA	NA	1	1
Q96SJ8	2.01	0	0.145	TSPAN18 UNQ3042/PRO9858	NA	NA	NA	NA	NA	NA	NA
Q96SK2	34.58	23.52	3.99	TMEM209	NA	NA	NA	NA	NA	NA	NA
Q96SK3	8.04	0.57	0.344	ZNF607	NA	NA	NA	NA	NA	NA	NA
Q96SL1	9.41	0.41	1.46	SLC49A4 DIRC2	NA	NA	NA	NA	NA	NA	NA
Q96SL4	11.76	0	4.89	GPX7 GPX6 UNQ469/PRO828	NA	NA	NA	NA	NA	NA	NA
Q96SL8	5.64	29.03	1.44	FIZ1 ZNF798	NA	NA	NA	NA	NA	NA	NA
Q96SM3	17.98	18.39	1.25	CPXM1 CPX1 CPXM UNQ3015/PRO9782	NA	NA	NA	NA	NA	NA	NA
Q96SN7	22.83	3.54	0.196	ORAI2 C7orf19 CBCIP2 TMEM142B PP1729	NA	NA	NA	NA	NA	NA	NA
Q96SN8	93.18	39.3	1.15	CDK5RAP2 CEP215 KIAA1633	55755	0	NA	NA	NA	1	1
Q96SQ5	12	13.56	0.29	ZNF587	NA	NA	NA	NA	NA	NA	NA
Q96SQ7	74.14	70.71	0.314	ATOH8 ATH6 BHLHA21	NA	NA	NA	NA	NA	NA	NA
Q96SQ9	7.14	2.97	1.45	CYP2S1 UNQ891/PRO1906	NA	NA	NA	NA	NA	NA	NA
Q96SR6	1.81	6.9	0.276	ZNF382	NA	NA	NA	NA	NA	NA	NA
Q96ST2	79.12	83.02	17.7	IWS1 IWS1L	NA	NA	NA	NA	NA	NA	NA
Q96ST3	40.06	34.79	NA	NA	25942	1	NA	NA	NA	NA	NA
Q96ST8	36.9	44.31	0.301	CEP89 CCDC123	NA	NA	NA	NA	NA	1	1
Q96SU4	39.26	27.44	6.7	OSBPL9 ORP9 OSBP4	NA	NA	NA	NA	NA	NA	NA
Q96SW2	13.8	12.89	3.8	CRBN AD-006	NA	NA	NA	NA	NA	NA	NA
Q96SY0	10.03	10.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96SZ4	29.51	42.48	0.354	ZSCAN10 ZNF206	NA	NA	NA	NA	NA	NA	NA
Q96SZ5	10.74	32.22	4.91	ADO C10orf22	NA	NA	NA	NA	NA	NA	NA
Q96SZ6	9.98	6.15	0.79	CDK5RAP1 C20orf34 CGI-05 HSPC167	NA	NA	NA	NA	NA	NA	NA
Q96T17	95.35	87.43	0.62	MAP7D2	NA	NA	NA	NA	NA	NA	NA
Q96T21	83.84	53.86	1.67	SECISBP2 SBP2	NA	NA	NA	NA	NA	1	1
Q96T23	87.78	74.25	8.14	RSF1 HBXAP XAP8	NA	NA	NA	NA	NA	NA	NA
Q96T25	74.81	66.81	0.622	ZIC5	NA	NA	NA	NA	NA	NA	NA
Q96T37	55.37	55.78	9.57	RBM15 OTT OTT1	64783	NA	0	NA	NA	1	1
Q96T49	47.44	23.8	4.08	PPP1R16B ANKRD4 KIAA0823	NA	NA	NA	NA	NA	NA	NA
Q96T51	36.01	27.68	23.1	RUFY1 RABIP4 ZFYVE12	NA	NA	NA	NA	NA	NA	NA
Q96T52	14.28	6.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T53	5.28	0	0	MBOAT4 GOAT OACT4 FKSG89	NA	NA	NA	NA	NA	NA	NA
Q96T54	21.68	6.62	0.419	KCNK17 TALK2 TASK4 UNQ5816/PRO19634	NA	NA	NA	NA	NA	NA	NA
Q96T55	17.47	2.26	0	KCNK16 TALK1	NA	NA	NA	NA	NA	NA	NA
Q96T58	86.54	74.01	2.92	SPEN KIAA0929 MINT SHARP	23013	1	0	NA	NA	NA	NA
Q96T59	18.08	39.89	6.47	CDRT15	NA	NA	NA	NA	NA	NA	NA
Q96T60	4.41	23.8	16.1	PNKP	NA	NA	NA	NA	NA	1	1
Q96T66	7.93	14.28	2.06	NMNAT3 FKSG76	NA	NA	NA	NA	NA	NA	NA
Q96T68	36.16	25.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T75	4.12	9.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T76	2.42	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T83	29.1	17.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T88	21.05	27.74	NA	NA	NA	NA	NA	NA	NA	1	1
Q96T91	15.5	0	0.548	GPHA2 GPA2 ZSIG51	NA	NA	NA	NA	NA	NA	NA
Q96T92	63.42	59.01	0.67	INSM2 IA6 Nbla106	NA	NA	NA	NA	NA	NA	NA
Q96TA0	4.08	4.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96TA1	27.34	23.05	39.2	NIBAN2 C9orf88 FAM129B	NA	NA	NA	NA	NA	NA	NA
Q96TA2	21.34	5.82	13	YME1L1 FTSH1 YME1L UNQ1868/PRO4304	NA	NA	NA	NA	NA	1	1
Q96TC7	28.51	28.72	23	RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274	NA	NA	NA	NA	NA	1	1
Q99062	19.61	11.96	0.064	CSF3R GCSFR	1441	NA	1	NA	NA	NA	NA
Q99075	50	21.63	0.109	HBEGF DTR DTS HEGFL	NA	NA	NA	NA	NA	1	1
Q99081	91.49	93.25	NA	NA	6938	1	0	NA	NA	NA	NA
Q99102	51.17	47.34	0.256	MUC4	NA	NA	NA	NA	NA	NA	NA
Q99217	100	64.92	0.189	AMELX AMG AMGX	NA	NA	NA	NA	NA	NA	NA
Q99218	89.8	55.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99250	32.21	14.46	NA	NA	6326	1	NA	NA	NA	NA	NA
Q99259	10.77	4.88	0.355	GAD1 GAD GAD67	NA	NA	NA	NA	NA	NA	NA
Q99417	11.65	29.12	51.7	MYCBP AMY1	NA	NA	NA	NA	NA	1	1
Q99418	17.75	13.25	1.7	CYTH2 ARNO PSCD2 PSCD2L	NA	NA	NA	NA	NA	1	1
Q99424	3.08	0.58	1.78	ACOX2	NA	NA	NA	NA	NA	NA	NA
Q99426	9.01	8.6	94.9	TBCB CG22 CKAP1	NA	NA	NA	NA	NA	1	1
Q99435	2.94	0.85	3.04	NELL2 NRP2	NA	NA	NA	NA	NA	NA	NA
Q99436	4.69	1.8	152	PSMB7 Z	NA	NA	NA	NA	NA	NA	NA
Q99437	12.68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99439	20.06	22.33	159	CNN2	NA	NA	NA	NA	NA	1	1
Q99440	16.12	17.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99442	46.11	46.36	23.8	SEC62 TLOC1	NA	NA	NA	NA	NA	NA	NA
Q99445	14.55	3.16	0.703	GML LY6DL	NA	NA	NA	NA	NA	NA	NA
Q99447	11.05	10.79	30.2	PCYT2	NA	NA	NA	NA	NA	NA	NA
Q99453	73.88	47.77	0.22	PHOX2B PMX2B	8929	NA	0	NA	NA	NA	NA
Q99456	35.22	16.8	12.8	KRT12	NA	NA	NA	NA	NA	NA	NA
Q99457	31.42	56.52	0.37	"NAP1L3 BNAP"	NA	NA	NA	NA	NA	NA	NA
Q99459	37.4	57.98	73.1	CDC5L KIAA0432 PCDC5RP	NA	NA	NA	NA	NA	1	1
Q99460	14.37	13.11	156	PSMD1	NA	NA	NA	NA	NA	1	1
Q99463	13.79	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99466	15.47	17.27	0.248	NOTCH4 INT3	NA	NA	NA	NA	NA	NA	NA
Q99467	5.74	0	0.49	CD180 LY64 RP105	NA	NA	NA	NA	NA	NA	NA
Q99469	60.94	39.8	4.55	STAC STAC1	NA	NA	NA	NA	NA	NA	NA
Q99470	11.37	17.06	13	SDF2	NA	NA	NA	NA	NA	NA	NA
Q99471	9.74	0	NA	NA	NA	NA	NA	NA	NA	1	1
Q99487	2.04	3.82	1.23	PAFAH2	NA	NA	NA	NA	NA	NA	NA
Q99489	2.34	3.22	0.394	DDO	NA	NA	NA	NA	NA	NA	NA
Q99490	59.73	55.53	2.44	AGAP2 CENTG1 KIAA0167	NA	NA	NA	NA	NA	1	1
Q99496	37.79	42.55	7.47	RNF2 BAP1 DING HIPI3 RING1B	NA	NA	NA	NA	NA	1	1
Q99497	0.52	3.7	NA	NA	11315	0	NA	NA	NA	1	1
Q99500	18.25	6.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99501	67.84	65.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99502	55.06	47.8	0.34	EYA1	2138	1	NA	NA	NA	1	NA
Q99504	52.7	33.85	2.8	EYA3	NA	NA	NA	NA	NA	NA	NA
Q99518	0.21	0	0.04	FMO2	2327	0	NA	NA	NA	NA	NA
Q99519	12.28	6.74	8.14	NEU1 NANH	NA	NA	NA	NA	NA	NA	NA
Q99523	17.8	7.58	6.62	SORT1	NA	NA	NA	NA	NA	1	NA
Q99525	21.42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99527	16	0.8	NA	NA	NA	NA	NA	NA	NA	1	NA
Q99536	11.45	15.01	126	VAT1	NA	NA	NA	NA	NA	1	1
Q99538	5.31	7.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99541	11.67	7.78	14.5	PLIN2 ADFP	NA	NA	NA	NA	NA	NA	NA
Q99542	17.51	12.79	0.359	MMP19 MMP18 RASI	NA	NA	NA	NA	NA	NA	NA
Q99543	28.01	43.47	17.4	DNAJC2 MPHOSPH11 MPP11 ZRF1	NA	NA	NA	NA	NA	NA	NA
Q99547	15	20	13	MPHOSPH6 MPP6	NA	NA	NA	NA	NA	1	1
Q99549	45.34	49.41	8.81	MPHOSPH8 MPP8	NA	NA	NA	NA	NA	NA	NA
Q99550	80.21	53	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99551	6.26	0	0.797	MTERF1 MTERF	NA	NA	NA	NA	NA	NA	NA
Q99558	51.95	38.96	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99567	21.72	6.74	32.4	NUP88	NA	NA	NA	NA	NA	1	1
Q99569	59.06	50.41	2.6	PKP4	NA	NA	NA	NA	NA	1	1
Q99570	19.29	13.91	10.6	PIK3R4 VPS15	NA	NA	NA	NA	NA	NA	NA
Q99571	4.38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99572	12.77	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99574	7.31	1.46	1.61	SERPINI1 PI12	NA	NA	NA	NA	NA	NA	NA
Q99575	33.59	36.81	NA	NA	NA	NA	NA	NA	NA	1	1
Q99576	29.1	23.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99578	20.73	7.37	0.745	RIT2 RIN ROC2	NA	NA	NA	NA	NA	NA	NA
Q99581	55.04	9.24	1.53	FEV PET1	54738	NA	1	NA	NA	NA	NA
Q99583	75.77	84.02	0.511	MNT BHLHD3 ROX	NA	NA	NA	NA	NA	NA	NA
Q99584	4.08	1.02	NA	NA	NA	NA	NA	NA	NA	1	1
Q99590	82.5	66.71	9.15	SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP	NA	NA	NA	NA	NA	NA	NA
Q99592	51.34	33.71	0.713	ZBTB18 RP58 TAZ1 ZNF238	10472	1	NA	NA	NA	NA	NA
Q99593	62.93	52.89	0.34	TBX5	6910	1	NA	NA	NA	NA	NA
Q99594	17.24	13.79	1.53	TEAD3 TEAD5 TEF5	NA	NA	NA	NA	NA	NA	NA
Q99595	16.95	8.77	4.24	TIMM17A MIMT17 TIM17 TIM17A TIMM17	NA	NA	NA	NA	NA	NA	NA
Q99598	20.68	16.55	36.2	TSNAX TRAX	NA	NA	NA	NA	NA	NA	NA
Q99607	75.56	59.72	0.972	ELF4 ELFR MEF	2000	NA	1	NA	NA	NA	NA
Q99608	34.57	33.95	0.179	NDN	4692	0	NA	NA	NA	NA	NA
Q99611	15.17	12.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99612	46.28	38.16	0.085	KLF6 BCD1 COPEB CPBP ST12	1316	NA	0	NA	NA	NA	NA
