string_id	string_symbol	uniprot_symbol	uniprot_alias	string_id_alias
6648	9606.ENSP00000318258	NA	NA	CSRNP3	9606.ENSP00000318258
6649	9606.ENSP00000318264	NA	NA	ELMOD3	9606.ENSP00000318264
6650	9606.ENSP00000318270	NA	NA	PROM2	PROM2
6651	9606.ENSP00000318297	NA	NA	TIH1	TIH1
6652	9606.ENSP00000318298	NA	NA	FAM46A	9606.ENSP00000318298
6653	9606.ENSP00000318318	NA	NA	MPI	PMI
6654	9606.ENSP00000318351	NA	NA	E1B	E1B
6655	9606.ENSP00000318352	NA	NA	MRFAP1	PGR1
6656	9606.ENSP00000318355	NA	NA	AQP10	AQP10
6657	9606.ENSP00000318373	NA	NA	ZNF513	9606.ENSP00000318373
6658	9606.ENSP00000318374	NA	NA	LENG8	LENG8
6659	9606.ENSP00000318406	NA	NA	KIAA0319L	9606.ENSP00000318406
6660	9606.ENSP00000318423	NA	NA	LINS	9606.ENSP00000318423
6661	9606.ENSP00000318429	NA	NA	CCDC114	9606.ENSP00000318429
6662	9606.ENSP00000318437	NA	NA	NAP1	9606.ENSP00000318437
6663	9606.ENSP00000318480	NA	NA	YME1L1	9606.ENSP00000318480
6664	9606.ENSP00000318486	NA	NA	CDK5R1	9606.ENSP00000318486
6665	9606.ENSP00000318585	NA	NA	BACE1	BACE1
6666	9606.ENSP00000318602	NA	NA	PRTFDC1	9606.ENSP00000318602
6667	9606.ENSP00000318604	NA	NA	MAF1	MAF1
6668	9606.ENSP00000318607	NA	NA	LRAD3	LRAD3
6669	9606.ENSP00000318615	NA	NA	TRIM74	9606.ENSP00000318615
6670	9606.ENSP00000318629	NA	NA	VPS37A	9606.ENSP00000318629
6671	9606.ENSP00000318635	NA	NA	SUMO4	SUMO4
6672	9606.ENSP00000318641	NA	NA	INTS3	INT3
6673	9606.ENSP00000318646	NA	NA	S15A	S15A
6674	9606.ENSP00000318650	NA	NA	GREM2	PRDC
6675	9606.ENSP00000318684	NA	NA	VSIG2	VSIG2
6676	9606.ENSP00000318687	NA	NA	HSPH1	9606.ENSP00000318687
6677	9606.ENSP00000318690	NA	NA	GCFC2	GCFC2
6678	9606.ENSP00000318697	NA	NA	TUBB6	9606.ENSP00000318697
6679	9606.ENSP00000318716	NA	NA	FAM9B	FAM9B
6680	9606.ENSP00000318770	NA	NA	AQP11	AQP11
6681	9606.ENSP00000318799	NA	NA	BHLHE22	9606.ENSP00000318799
6682	9606.ENSP00000318803	NA	NA	EXO4	SYTL2
6683	9606.ENSP00000318804	NA	NA	P48	P48
6684	9606.ENSP00000318820	NA	NA	TPX	TPX
6685	9606.ENSP00000318821	NA	NA	GCC1	GCC1
6686	9606.ENSP00000318822	NA	NA	BID	BID
6687	9606.ENSP00000318834	NA	NA	OR10H4	9606.ENSP00000318834
6688	9606.ENSP00000318861	NA	NA	SF3B2	SF3B2
6689	9606.ENSP00000318867	NA	NA	CP8B	CYP8B1
6690	9606.ENSP00000318868	NA	NA	SHMT1	9606.ENSP00000318868
6691	9606.ENSP00000318878	NA	NA	OR4F21	9606.ENSP00000318878
6692	9606.ENSP00000318884	NA	NA	FMN2	FMN2
6693	9606.ENSP00000318900	NA	NA	SOBP	SOBP
6694	9606.ENSP00000318912	NA	NA	CA13	CA13
6695	9606.ENSP00000318914	NA	NA	PNMA1	PNMA1
6696	9606.ENSP00000318916	NA	NA	MARCO	MARCO
6697	9606.ENSP00000318944	NA	NA	TRAF7	TRAF7
6698	9606.ENSP00000318956	NA	NA	OR52K2	9606.ENSP00000318956
6699	9606.ENSP00000318960	NA	NA	9606.ENSP00000318960	NA
6700	9606.ENSP00000318966	NA	NA	PINX1	PINX1
6701	9606.ENSP00000318974	NA	NA	FAM133A	9606.ENSP00000318974
6702	9606.ENSP00000318977	NA	NA	GEN1	9606.ENSP00000318977
6703	9606.ENSP00000318982	NA	NA	EPSTI1	9606.ENSP00000318982
6704	9606.ENSP00000318986	NA	NA	NSUN3	NSUN3
6705	9606.ENSP00000318997	NA	NA	9606.ENSP00000318997	NA
6706	9606.ENSP00000318999	NA	NA	C11orf16	9606.ENSP00000318999
6707	9606.ENSP00000319006	NA	NA	CCDC71	9606.ENSP00000319006
6708	9606.ENSP00000319009	NA	NA	TMEM45A	9606.ENSP00000319009
6709	9606.ENSP00000319052	NA	NA	CETN1	CETN1
6710	9606.ENSP00000319053	NA	NA	ZNF77	ZNF77
6711	9606.ENSP00000319060	NA	NA	CAMK	CAMK2G
6712	9606.ENSP00000319071	NA	NA	9606.ENSP00000319071	NA
6713	9606.ENSP00000319096	NA	NA	RAP2B	RAP2B
6714	9606.ENSP00000319104	NA	NA	SPT6H	SUPT6H
6715	9606.ENSP00000319118	NA	NA	GSX2	GSX2
6716	9606.ENSP00000319126	NA	NA	DEFB12	9606.ENSP00000319126
6717	9606.ENSP00000319140	NA	NA	PSG11	PSG11
6718	9606.ENSP00000319141	NA	NA	CYBRD1	9606.ENSP00000319141
6719	9606.ENSP00000319169	NA	NA	PRMT5	9606.ENSP00000319169
6720	9606.ENSP00000319179	NA	NA	KDF1	KDF1
6721	9606.ENSP00000319192	NA	NA	STK17A	9606.ENSP00000319192
6722	9606.ENSP00000319197	NA	NA	OR4K17	9606.ENSP00000319197
6723	9606.ENSP00000319217	NA	NA	OR4L1	OR4L1
6724	9606.ENSP00000319222	NA	NA	ZNF720	9606.ENSP00000319222
6725	9606.ENSP00000319231	NA	NA	PHLDA2	IPL
6726	9606.ENSP00000319240	NA	NA	MGN2	MGN2
6727	9606.ENSP00000319250	NA	NA	GPR62	GPR62
6728	9606.ENSP00000319254	NA	NA	GIPC3	GIPC3
6729	9606.ENSP00000319255	NA	NA	CHP1	CHP1
6730	9606.ENSP00000319279	NA	NA	MALT1	MALT1
6731	9606.ENSP00000319281	NA	NA	BASP1	BASP1
6732	9606.ENSP00000319305	NA	NA	ZNF572	9606.ENSP00000319305
6733	9606.ENSP00000319322	NA	NA	OR4K13	9606.ENSP00000319322
6734	9606.ENSP00000319341	NA	NA	LSM10	LSM10
6735	9606.ENSP00000319370	NA	NA	KCNMB3	9606.ENSP00000319370
6736	9606.ENSP00000319388	NA	NA	AEGP	MAMDC4
6737	9606.ENSP00000319412	NA	NA	ARMC10	9606.ENSP00000319412
6738	9606.ENSP00000319417	NA	NA	SKA3	SKA3
6739	9606.ENSP00000319464	NA	NA	CPN2	CPN2
6740	9606.ENSP00000319476	NA	NA	ICOS	ICOS
6741	9606.ENSP00000319482	NA	NA	DCUN1D3	9606.ENSP00000319482
6742	9606.ENSP00000319486	NA	NA	TSPAN16	9606.ENSP00000319486
6743	9606.ENSP00000319501	NA	NA	UGDH	UGDH
6744	9606.ENSP00000319511	NA	NA	OR4K5	OR4K5
6745	9606.ENSP00000319531	NA	NA	NKH	NKH
6746	9606.ENSP00000319546	NA	NA	OR2A4	OR2A4
6747	9606.ENSP00000319590	NA	NA	PRR18	PRR18
6748	9606.ENSP00000319591	NA	NA	KCND3	KCND3
6749	9606.ENSP00000319597	NA	NA	SNAPC5	9606.ENSP00000319597
6750	9606.ENSP00000319601	NA	NA	OR4N2	OR4N2
6751	9606.ENSP00000319622	NA	NA	ST1C2	SULT1C2
6752	9606.ENSP00000319623	NA	NA	IGDCC4	9606.ENSP00000319623
6753	9606.ENSP00000319635	NA	NA	CXCR2	CXCR2
6754	9606.ENSP00000319636	NA	NA	B3GNT4	9606.ENSP00000319636
6755	9606.ENSP00000319651	NA	NA	DMRTA1	9606.ENSP00000319651
6756	9606.ENSP00000319654	NA	NA	OR4M1	OR4M1
6757	9606.ENSP00000319664	NA	NA	NUDC	NUDC
6758	9606.ENSP00000319673	NA	NA	GPHRB	GPR89B
6759	9606.ENSP00000319705	NA	NA	DUOXA2	9606.ENSP00000319705
6760	9606.ENSP00000319713	NA	NA	AGTRAP	ATRAP
6761	9606.ENSP00000319726	NA	NA	FRMD8	FRMD8
6762	9606.ENSP00000319730	NA	NA	PRSS8	PRSS8
6763	9606.ENSP00000319739	NA	NA	RCN2	9606.ENSP00000319739
6764	9606.ENSP00000319744	NA	NA	GPR4	GPR4
6765	9606.ENSP00000319756	NA	NA	TENC1	TNS2
6766	9606.ENSP00000319781	NA	NA	RAB43	RAB43
6767	9606.ENSP00000319788	NA	NA	NQO1	QR1
6768	9606.ENSP00000319796	NA	NA	SERINC4	9606.ENSP00000319796
6769	9606.ENSP00000319799	NA	NA	H1FOO	9606.ENSP00000319799
6770	9606.ENSP00000319814	NA	NA	PCK1	9606.ENSP00000319814
6771	9606.ENSP00000319817	NA	NA	OPA3	OPA3
6772	9606.ENSP00000319829	NA	NA	ZNF687	9606.ENSP00000319829
6773	9606.ENSP00000319831	NA	NA	IBP	IBP
6774	9606.ENSP00000319851	NA	NA	CHDH	CHDH
6775	9606.ENSP00000319883	NA	NA	CD97	CD97
6776	9606.ENSP00000319914	NA	NA	TC1	TCIM
6777	9606.ENSP00000319918	NA	NA	TIP	TIP
6778	9606.ENSP00000319974	NA	NA	BBX	BBX
6779	9606.ENSP00000319979	NA	NA	B3GNTL1	9606.ENSP00000319979
6780	9606.ENSP00000319991	NA	NA	SLC16A6	9606.ENSP00000319991
6781	9606.ENSP00000319992	NA	NA	TMEM11	PMI
6782	9606.ENSP00000320025	NA	NA	CACNB2	CAB2
6783	9606.ENSP00000320038	NA	NA	ARHGAP33	9606.ENSP00000320038
6784	9606.ENSP00000320043	NA	NA	LYPLA1	LPL1
6785	9606.ENSP00000320077	NA	NA	OR4D11	9606.ENSP00000320077
6786	9606.ENSP00000320081	NA	NA	C3orf58	DIA1
6787	9606.ENSP00000320084	NA	NA	CD276	CD276
6788	9606.ENSP00000320089	NA	NA	NKX2-6	9606.ENSP00000320089
6789	9606.ENSP00000320092	NA	NA	9606.ENSP00000320092	NA
6790	9606.ENSP00000320096	NA	NA	ZNF784	9606.ENSP00000320096
6791	9606.ENSP00000320117	NA	NA	STP	STP
6792	9606.ENSP00000320130	NA	NA	DYNC1I1	9606.ENSP00000320130
6793	9606.ENSP00000320147	NA	NA	EZH2	EZH2
6794	9606.ENSP00000320171	NA	NA	TCB	TCB
6795	9606.ENSP00000320176	NA	NA	HS1	P75
6796	9606.ENSP00000320180	NA	NA	GHRHR	GHRHR
6797	9606.ENSP00000320184	NA	NA	MRPS23	9606.ENSP00000320184
6798	9606.ENSP00000320188	NA	NA	ZNF579	9606.ENSP00000320188
6799	9606.ENSP00000320209	NA	NA	CIDEA	CIDEA
6800	9606.ENSP00000320217	NA	NA	SLC26A10	9606.ENSP00000320217
6801	9606.ENSP00000320219	NA	NA	ARSJ	ARSJ
6802	9606.ENSP00000320232	NA	NA	CCDC168	9606.ENSP00000320232
6803	9606.ENSP00000320236	NA	NA	TIMM22	TIM22
6804	9606.ENSP00000320239	NA	NA	TRPM7	TRPM7
6805	9606.ENSP00000320246	NA	NA	9606.ENSP00000320246	NA
6806	9606.ENSP00000320251	NA	NA	C3orf17	NEPRO
6807	9606.ENSP00000320291	NA	NA	OSBPL1	9606.ENSP00000320291
6808	9606.ENSP00000320295	NA	NA	TUBB4	9606.ENSP00000320295
6809	9606.ENSP00000320302	NA	NA	OR5AN1	9606.ENSP00000320302
6810	9606.ENSP00000320309	NA	NA	FARSA	9606.ENSP00000320309
6811	9606.ENSP00000320318	NA	NA	NEU4	9606.ENSP00000320318
6812	9606.ENSP00000320324	NA	NA	PSA	PSA
6813	9606.ENSP00000320337	NA	NA	PLA2G16	9606.ENSP00000320337
6814	9606.ENSP00000320346	NA	NA	ELL3	ELL3
6815	9606.ENSP00000320347	NA	NA	ZFP3	ZFP3
6816	9606.ENSP00000320359	NA	NA	IFT22	IFT22
6817	9606.ENSP00000320376	NA	NA	P2RY13	P2Y13
6818	9606.ENSP00000320378	NA	NA	LAT2	SLC7A8
6819	9606.ENSP00000320401	NA	NA	UGT2B17	9606.ENSP00000320401
6820	9606.ENSP00000320416	NA	NA	VPS37D	9606.ENSP00000320416
6821	9606.ENSP00000320430	NA	NA	S100Z	S100Z
6822	9606.ENSP00000320431	NA	NA	ST8SIA3	9606.ENSP00000320431
6823	9606.ENSP00000320434	NA	NA	CTNNAL1	9606.ENSP00000320434
6824	9606.ENSP00000320485	NA	NA	ELD	OSA1
6825	9606.ENSP00000320488	NA	NA	NAP1L5	9606.ENSP00000320488
6826	9606.ENSP00000320503	NA	NA	EDC3	EDC3
6827	9606.ENSP00000320508	NA	NA	RNF185	9606.ENSP00000320508
6828	9606.ENSP00000320509	NA	NA	BANK1	BANK1
6829	9606.ENSP00000320520	NA	NA	LRRC75B	9606.ENSP00000320520
6830	9606.ENSP00000320521	NA	NA	DLD	FAM3A
6831	9606.ENSP00000320532	NA	NA	WFDC9	WFDC9
6832	9606.ENSP00000320543	NA	NA	EPN2	EPN2
6833	9606.ENSP00000320560	NA	NA	OR2D3	OR2D3
6834	9606.ENSP00000320563	NA	NA	WDFY4	WDFY4
6835	9606.ENSP00000320566	NA	NA	ING3	ING3
6836	9606.ENSP00000320604	NA	NA	FAXDC2	9606.ENSP00000320604
6837	9606.ENSP00000320634	NA	NA	SLCO3A1	9606.ENSP00000320634
6838	9606.ENSP00000320648	NA	NA	KIAA1875	WDR97
6839	9606.ENSP00000320649	NA	NA	CCDC89	9606.ENSP00000320649
6840	9606.ENSP00000320650	NA	NA	DNAJC25	9606.ENSP00000320650
6841	9606.ENSP00000320658	NA	NA	YARS2	9606.ENSP00000320658
6842	9606.ENSP00000320663	NA	NA	EML4	9606.ENSP00000320663
6843	9606.ENSP00000320679	NA	NA	STX19	STX19
6844	9606.ENSP00000320688	NA	NA	SLC25A36	9606.ENSP00000320688
6845	9606.ENSP00000320757	NA	NA	TMEM150B	9606.ENSP00000320757
6846	9606.ENSP00000320794	NA	NA	KIAA2018	USF3
6847	9606.ENSP00000320797	NA	NA	TUBD1	9606.ENSP00000320797
6848	9606.ENSP00000320813	NA	NA	DEFB4	9606.ENSP00000320813
6849	9606.ENSP00000320815	NA	NA	GDPD4	GDPD4
6850	9606.ENSP00000320821	NA	NA	KIF1C	KIF1C
6851	9606.ENSP00000320849	NA	NA	CCDC184	9606.ENSP00000320849
6852	9606.ENSP00000320866	NA	NA	SSA	SSA
6853	9606.ENSP00000320869	NA	NA	TRIM41	9606.ENSP00000320869
6854	9606.ENSP00000320886	NA	NA	MLXIPL	MLX
6855	9606.ENSP00000320893	NA	NA	ASB8	ASB8
6856	9606.ENSP00000320898	NA	NA	RNF168	9606.ENSP00000320898
6857	9606.ENSP00000320917	NA	NA	KRI1	KRI1
6858	9606.ENSP00000320924	NA	NA	WIPF2	WIPF2
6859	9606.ENSP00000320935	NA	NA	GLUT4	SLC2A4
6860	9606.ENSP00000320936	NA	NA	IL17RA	9606.ENSP00000320936
6861	9606.ENSP00000320949	NA	NA	NOT1	NOT1
6862	9606.ENSP00000320951	NA	NA	DEFB3	HBD3
6863	9606.ENSP00000320957	NA	NA	VGLL2	VGLL2
6864	9606.ENSP00000321005	NA	NA	CD300LG	CLM9
6865	9606.ENSP00000321021	NA	NA	C11orf42	9606.ENSP00000321021
6866	9606.ENSP00000321026	NA	NA	LURAP1L	9606.ENSP00000321026
6867	9606.ENSP00000321038	NA	NA	TMEM86B	9606.ENSP00000321038
6868	9606.ENSP00000321070	NA	NA	ME2	ME2
6869	9606.ENSP00000321077	NA	NA	SIGLEC8	9606.ENSP00000321077
6870	9606.ENSP00000321106	NA	NA	TAC2	TAC2
6871	9606.ENSP00000321132	NA	NA	ZNF554	9606.ENSP00000321132
6872	9606.ENSP00000321179	NA	NA	RBM44	RBM44
6873	9606.ENSP00000321195	NA	NA	ATPIF	9606.ENSP00000321195
6874	9606.ENSP00000321196	NA	NA	OR56B4	9606.ENSP00000321196
6875	9606.ENSP00000321203	NA	NA	TNIP2	TNIP2
6876	9606.ENSP00000321221	NA	NA	SH2B1	SH2B1
6877	9606.ENSP00000321239	NA	NA	RCHY1	9606.ENSP00000321239
6878	9606.ENSP00000321242	NA	NA	M8	PRNT
6879	9606.ENSP00000321246	NA	NA	9606.ENSP00000321246	NA
6880	9606.ENSP00000321249	NA	NA	SIGLECL1	9606.ENSP00000321249
6881	9606.ENSP00000321259	NA	NA	TALDO1	TALDO
6882	9606.ENSP00000321260	NA	NA	COX8A	COX8A
6883	9606.ENSP00000321266	NA	NA	9606.ENSP00000321266	NA
6884	9606.ENSP00000321271	NA	NA	PXMP2	PXMP2
6885	9606.ENSP00000321309	NA	NA	VCX2	VCX2
6886	9606.ENSP00000321320	NA	NA	HGH1	HGH1
6887	9606.ENSP00000321326	NA	NA	TR	TR
6888	9606.ENSP00000321330	NA	NA	RNF144A	9606.ENSP00000321330
6889	9606.ENSP00000321334	NA	NA	LPA	LPA
6890	9606.ENSP00000321338	NA	NA	OR4C5	OR4C5
6891	9606.ENSP00000321343	NA	NA	ST8SIA5	9606.ENSP00000321343
6892	9606.ENSP00000321345	NA	NA	IL23R	IL23R
6893	9606.ENSP00000321346	NA	NA	TTLL11	9606.ENSP00000321346
6894	9606.ENSP00000321348	NA	NA	POF	POF
6895	9606.ENSP00000321360	NA	NA	C14orf177	9606.ENSP00000321360
6896	9606.ENSP00000321370	NA	NA	ZBED2	ZBED2
6897	9606.ENSP00000321386	NA	NA	FBX39	FBXO39
6898	9606.ENSP00000321388	NA	NA	ASB4	ASB4
6899	9606.ENSP00000321419	NA	NA	OR4C3	OR4C3
6900	9606.ENSP00000321424	NA	NA	NPT2	9606.ENSP00000321424
6901	9606.ENSP00000321426	NA	NA	OR52E4	9606.ENSP00000321426
6902	9606.ENSP00000321427	NA	NA	KCNH5	KCNH5
6903	9606.ENSP00000321445	NA	NA	MSC	MYOR
6904	9606.ENSP00000321447	NA	NA	OR4S1	OR4S1
6905	9606.ENSP00000321449	NA	NA	RRP7A	RRP7A
6906	9606.ENSP00000321455	NA	NA	MICU3	MICU3
6907	9606.ENSP00000321464	NA	NA	C10orf67	9606.ENSP00000321464
6908	9606.ENSP00000321475	NA	NA	KLHL38	9606.ENSP00000321475
6909	9606.ENSP00000321498	NA	NA	SLC37A3	SPX3
6910	9606.ENSP00000321506	NA	NA	OR4X1	OR4X1
6911	9606.ENSP00000321519	NA	NA	C19orf18	9606.ENSP00000321519
6912	9606.ENSP00000321537	NA	NA	DLG4	LLGL1
6913	9606.ENSP00000321544	NA	NA	KBTBD11	9606.ENSP00000321544
6914	9606.ENSP00000321546	NA	NA	LOH12CR1	9606.ENSP00000321546
6915	9606.ENSP00000321573	NA	NA	DCBLD2	9606.ENSP00000321573
6916	9606.ENSP00000321584	NA	NA	IMPDH2	9606.ENSP00000321584
6917	9606.ENSP00000321606	NA	NA	CRMP1	9606.ENSP00000321606
6918	9606.ENSP00000321617	NA	NA	ANKZF1	9606.ENSP00000321617
6919	9606.ENSP00000321627	NA	NA	ANKFN1	9606.ENSP00000321627
6920	9606.ENSP00000321656	NA	NA	CDC25C	9606.ENSP00000321656
6921	9606.ENSP00000321679	NA	NA	ANKRD23	9606.ENSP00000321679
6922	9606.ENSP00000321684	NA	NA	MOX1	MOX1
6923	9606.ENSP00000321691	NA	NA	GATD1	PDDC1
6924	9606.ENSP00000321703	NA	NA	TACC1	TACC1
6925	9606.ENSP00000321706	NA	NA	P97	P97
6926	9606.ENSP00000321711	NA	NA	DIS3L	9606.ENSP00000321711
6927	9606.ENSP00000321729	NA	NA	OR51V1	9606.ENSP00000321729
6928	9606.ENSP00000321735	NA	NA	SLC16A8	9606.ENSP00000321735
6929	9606.ENSP00000321744	NA	NA	H2B.1	HIST1H2BI
6930	9606.ENSP00000321797	NA	NA	FGF8	FGF8
6931	9606.ENSP00000321804	NA	NA	PAQR4	PAQR4
6932	9606.ENSP00000321805	NA	NA	RIT2	RIT2
6933	9606.ENSP00000321810	NA	NA	TRIT1	MOD5
6934	9606.ENSP00000321812	NA	NA	ZNF776	9606.ENSP00000321812
6935	9606.ENSP00000321826	NA	NA	STXBP5	9606.ENSP00000321826
6936	9606.ENSP00000321835	NA	NA	ETV4	ETV4
6937	9606.ENSP00000321848	NA	NA	ZNF671	9606.ENSP00000321848
6938	9606.ENSP00000321853	NA	NA	PLI	SERPINF2
6939	9606.ENSP00000321856	NA	NA	CRELD1	9606.ENSP00000321856
6940	9606.ENSP00000321874	NA	NA	TMEM3	9606.ENSP00000321874
6941	9606.ENSP00000321927	NA	NA	DRC6	FBXL13
6942	9606.ENSP00000321951	NA	NA	FAIM2	LFG2
6943	9606.ENSP00000321962	NA	NA	FIBIN	FIBIN
6944	9606.ENSP00000321963	NA	NA	ZSCAN4	9606.ENSP00000321963
6945	9606.ENSP00000321971	NA	NA	RASL	RHOT2
6946	9606.ENSP00000321976	NA	NA	NKPD1	NKPD1
6947	9606.ENSP00000321987	NA	NA	TSPEAR	9606.ENSP00000321987
6948	9606.ENSP00000321997	NA	NA	LARP1B	9606.ENSP00000321997
6949	9606.ENSP00000321999	NA	NA	PTHR	PTH1R
6950	9606.ENSP00000322020	NA	NA	GC1	GC1
6951	9606.ENSP00000322061	NA	NA	C7	C7
6952	9606.ENSP00000322088	NA	NA	OR52E2	9606.ENSP00000322088
6953	9606.ENSP00000322142	NA	NA	ING5	ING5
6954	9606.ENSP00000322156	NA	NA	OR51L1	9606.ENSP00000322156
6955	9606.ENSP00000322159	NA	NA	AUT	AUT
6956	9606.ENSP00000322170	NA	NA	PFN4	9606.ENSP00000322170
6957	9606.ENSP00000322180	NA	NA	DCC1	DSCC1
6958	9606.ENSP00000322181	NA	NA	DPM2	DPM2
6959	9606.ENSP00000322191	NA	NA	DEFB4	9606.ENSP00000322191
6960	9606.ENSP00000322192	NA	NA	PGA3	9606.ENSP00000322192
6961	9606.ENSP00000322218	NA	NA	PITPNM2	9606.ENSP00000322218
6962	9606.ENSP00000322229	NA	NA	FADS1	FADS6
6963	9606.ENSP00000322238	NA	NA	C14orf119	9606.ENSP00000322238
6964	9606.ENSP00000322242	NA	NA	RNF10	RNF10
6965	9606.ENSP00000322249	NA	NA	ORAI3	ORAI3
6966	9606.ENSP00000322251	NA	NA	TNNI3K	9606.ENSP00000322251
6967	9606.ENSP00000322265	NA	NA	ZNF620	9606.ENSP00000322265
6968	9606.ENSP00000322270	NA	NA	LPHN2	LEC1
6969	9606.ENSP00000322273	NA	NA	OLFML3	9606.ENSP00000322273
6970	9606.ENSP00000322276	NA	NA	VNN2	VNN2
6971	9606.ENSP00000322300	NA	NA	TMTC2	TMTC2
6972	9606.ENSP00000322304	NA	NA	PORCN	PPN
6973	9606.ENSP00000322316	NA	NA	COQ7	COQ7
6974	9606.ENSP00000322323	NA	NA	RNS	RNS
6975	9606.ENSP00000322339	NA	NA	VN1R1	VN1R1
6976	9606.ENSP00000322343	NA	NA	P42	P42
6977	9606.ENSP00000322373	NA	NA	PLEKHF2	9606.ENSP00000322373
6978	9606.ENSP00000322390	NA	NA	FGF2	FGF2
6979	9606.ENSP00000322396	NA	NA	RRS1	RRS1
6980	9606.ENSP00000322419	NA	NA	RPP2	RPP2
6981	9606.ENSP00000322421	NA	NA	HBA2	9606.ENSP00000322421
6982	9606.ENSP00000322435	NA	NA	OR6B3	OR6B3
6983	9606.ENSP00000322439	NA	NA	TUFM	P43
6984	9606.ENSP00000322450	NA	NA	NDUFV1	9606.ENSP00000322450
6985	9606.ENSP00000322457	NA	NA	SIAH2	SIAH2
6986	9606.ENSP00000322460	NA	NA	SCN4B	SCN4B
6987	9606.ENSP00000322469	NA	NA	C3orf38	9606.ENSP00000322469
6988	9606.ENSP00000322524	NA	NA	DCTPP1	9606.ENSP00000322524
6989	9606.ENSP00000322532	NA	NA	PELI3	PELI3
6990	9606.ENSP00000322545	NA	NA	ZNF543	9606.ENSP00000322545
6991	9606.ENSP00000322546	NA	NA	OR51G1	9606.ENSP00000322546
6992	9606.ENSP00000322568	NA	NA	SOX11	SOX11
6993	9606.ENSP00000322570	NA	NA	POLE	9606.ENSP00000322570
6994	9606.ENSP00000322579	NA	NA	PHF23	PHF23
6995	9606.ENSP00000322582	NA	NA	C4orf17	9606.ENSP00000322582
6996	9606.ENSP00000322593	NA	NA	OR51G2	9606.ENSP00000322593
6997	9606.ENSP00000322594	NA	NA	RAB39A	9606.ENSP00000322594
6998	9606.ENSP00000322609	NA	NA	ERICH3	9606.ENSP00000322609
6999	9606.ENSP00000322617	NA	NA	HTR3C	9606.ENSP00000322617
7000	9606.ENSP00000322628	NA	NA	ARL6	ARL6
7001	9606.ENSP00000322640	NA	NA	SPATA31E1	9606.ENSP00000322640
7002	9606.ENSP00000322649	NA	NA	SLC25A41	APC4
7003	9606.ENSP00000322706	NA	NA	HMGCS1	9606.ENSP00000322706
7004	9606.ENSP00000322716	NA	NA	NDF	NDF
7005	9606.ENSP00000322724	NA	NA	OR51H1P	9606.ENSP00000322724
7006	9606.ENSP00000322730	NA	NA	ITM3	ITM3
7007	9606.ENSP00000322754	NA	NA	OR51S1	9606.ENSP00000322754
7008	9606.ENSP00000322775	NA	NA	TEC	TEC
7009	9606.ENSP00000322784	NA	NA	OR5AK2	9606.ENSP00000322784
7010	9606.ENSP00000322788	NA	NA	MMP1	MMP1
7011	9606.ENSP00000322801	NA	NA	OR52N2	9606.ENSP00000322801
7012	9606.ENSP00000322802	NA	NA	TSPYL5	9606.ENSP00000322802
7013	9606.ENSP00000322804	NA	NA	MTSS1	MTSS1
7014	9606.ENSP00000322823	NA	NA	OR52N1	9606.ENSP00000322823
7015	9606.ENSP00000322832	NA	NA	ROGDI	ROGDI
7016	9606.ENSP00000322837	NA	NA	9606.ENSP00000322837	NA
7017	9606.ENSP00000322845	NA	NA	ZMYM3	ZMYM3
7018	9606.ENSP00000322866	NA	NA	OR52N5	9606.ENSP00000322866
7019	9606.ENSP00000322885	NA	NA	DTX2	DTX2
7020	9606.ENSP00000322898	NA	NA	COE1	EBF1
7021	9606.ENSP00000322899	NA	NA	ZNF843	9606.ENSP00000322899
7022	9606.ENSP00000322915	NA	NA	ZMYM4	ZMYM4
7023	9606.ENSP00000322924	NA	NA	5HT6	HTR1F
7024	9606.ENSP00000322937	NA	NA	TAL	TAL
7025	9606.ENSP00000322939	NA	NA	OR56B1	9606.ENSP00000322939
7026	9606.ENSP00000322956	NA	NA	MFAP3	MFAP3
7027	9606.ENSP00000322991	NA	NA	BCAT2	BCAT2
7028	9606.ENSP00000323036	NA	NA	PAP	PAP
7029	9606.ENSP00000323046	NA	NA	P10	P10
7030	9606.ENSP00000323047	NA	NA	MTG1	MTG1
7031	9606.ENSP00000323065	NA	NA	GADD45GIP1	9606.ENSP00000323065
7032	9606.ENSP00000323068	NA	NA	TMEM168	9606.ENSP00000323068
7033	9606.ENSP00000323071	NA	NA	ACOT4	ACOT4
7034	9606.ENSP00000323074	NA	NA	SMS	SMS
7035	9606.ENSP00000323076	NA	NA	2P1	NDUFAF3
7036	9606.ENSP00000323096	NA	NA	AMIGO3	9606.ENSP00000323096
7037	9606.ENSP00000323099	NA	NA	ATRIP	TREX1
7038	9606.ENSP00000323148	NA	NA	ZNF36	9606.ENSP00000323148
7039	9606.ENSP00000323155	NA	NA	SP1	SP1
7040	9606.ENSP00000323183	NA	NA	ZBTB2	ZBTB2
7041	9606.ENSP00000323184	NA	NA	MYCBPAP	9606.ENSP00000323184
7042	9606.ENSP00000323191	NA	NA	SAGE1	SAGE1
7043	9606.ENSP00000323217	NA	NA	GOLGA8R	9606.ENSP00000323217
7044	9606.ENSP00000323224	NA	NA	OR52N4	9606.ENSP00000323224
7045	9606.ENSP00000323241	NA	NA	C10orf91	9606.ENSP00000323241
7046	9606.ENSP00000323246	NA	NA	E2F7	E2F7
7047	9606.ENSP00000323264	NA	NA	MARVELD2	9606.ENSP00000323264
7048	9606.ENSP00000323275	NA	NA	RD	RD
