mouse	human
Q99LZ3	Q9BRT9
Q99M01	O95363
Q99M02	Q9P0N8
Q99M03	P57060
Q99M04	O43766
Q99M07	Q86WW8
Q99M15	Q9H939
Q99M28	Q15287
Q99M31	Q0VDF9
Q99M51	P16333
Q99M54	Q99618
Q99M71	Q9UM22
Q99M73	Q9NSB2
Q99M74	Q9NSB4
Q99M80	O14522
Q99M85	Q9BWW7
Q99M87	Q96EY1
Q99M96	Q9NRC1
Q99MA9	P78426
Q99MB1	O15455
Q99MB2	Q15390
Q99MB3	Q9BX74
Q99MB7	Q8WVD5
Q99MD6	"Q6F5E7,Q86VQ6"
Q99MD8	Q9NPC7
Q99MD9	P49321
Q99ME2	Q9NNW5
Q99ME3	Q9Y6H5
Q99ME6	Q9UN42
Q99ME7	O60806
Q99ME9	Q9BZE4
Q99MH5	P56597
Q99MH6	Q969G9
Q99MI1	Q8IUD2
Q99MI6	
Q99MJ6	Q86UT5
Q99MJ9	Q9BQ39
Q99MK8	P25098
Q99MK9	Q9NS23
Q99ML0	O75800
Q99ML1	"Q9BXH1,Q96PG8"
Q99ML2	Q13470
Q99ML4	Q5VUD6
Q99ML8	Q96RP3
Q99MN1	Q15046
Q99MN9	P05166
Q99MP8	Q7Z569
Q99MQ1	Q9H694
Q99MQ3	Q9BXM7
Q99MQ4	Q9BXN1
Q99MQ5	Q9BXS0
Q99MR0	O94805
Q99MR1	O75420
Q99MR3	Q9BXP2
Q99MR6	Q9BXP5
Q99MR8	Q96RQ3
Q99MR9	Q16821
Q99MS3	Q2QL34
Q99MS8	Q6ZTW0
Q99MT2	O15457
Q99MT6	Q9BXA5
Q99MT7	Q9BY21
Q99MU1	Q86W33
Q99MU3	P55265
Q99MV1	Q9BXT4
Q99MV5	Q9BXT6
Q99MV7	Q9BXT8
Q99MW1	Q9BXU1
Q99MX0	P51854
Q99MX1	Q9BXU7
Q99MX7	Q9BXQ6
Q99MY0	Q9BXG8
Q99MY8	Q9NR48
Q99MZ3	Q9NP71
Q99MZ6	Q6PIF6
Q99MZ7	Q9BY49
Q99N03	Q96PG2
Q99N07	Q9H2W1
Q99N10	Q9BY19
Q99N11	Q9NRW4
Q99N13	Q9UKV0
Q99N16	P78329
Q99N20	Q9HCU9
Q99N28	Q8N126
Q99N32	Q86Z14
Q99N42	P19971
Q99N43	Q96MU8
Q99N48	Q4VX76
Q99N50	Q9HCH5
Q99N57	P04049
Q99N69	O60711
Q99N80	Q8IYJ3
Q99N84	Q9Y676
Q99N85	Q9NVS2
Q99N87	P82675
Q99N89	Q8N983
Q99N90	Q9P0J6
Q99N91	Q9BQ48
Q99N92	Q9P0M9
Q99N93	Q9NX20
Q99N94	Q9BYD2
Q99N95	P09001
Q99N96	Q9BYD6
Q99N99	P31213
Q99NB1	Q9NUB1
Q99NB5	Q9BYG8
Q99NB8	Q9NRR5
Q99NB9	O75533
Q99NC0	Q99990
Q99NE5	Q86UR5
Q99NE9	Q9BYU1
Q99NF1	Q9BYV7
Q99NF2	Q6X4W1
Q99NF3	Q9BYV8
Q99NF8	Q9H2T7
Q99NG0	Q9Y4B4
Q99NH0	O75179
Q99NH2	Q8TEW0
Q99NH7	P58743
Q99NH8	Q9NZC2
Q99P21	Q9UIF7
Q99P25	Q2TAA8
Q99P27	Q9BX93
Q99P30	P0C024
Q99P31	Q9NZL4
Q99P47	Q9C0A0
Q99P50	Q92847
Q99P51	Q86WH2
Q99P58	O00194
Q99P65	Q9BZD2
Q99P68	Q9BQB4
Q99P69	Q9BZD4
Q99P72	Q9NQC3
Q99P86	Q9BQ08
Q99P87	Q9HD89
Q99P88	O75694
Q99P91	Q14956
Q99PA5	Q16617
Q99PD7	Q9HC58
Q99PE2	Q9H9E1
Q99PE5	Q9BZL3
Q99PE8	Q9H222
Q99PE9	P49703
Q99PF4	Q9H251
Q99PG0	P22760
Q99PG2	Q9NZT2
Q99PG4	Q9NS28
Q99PG6	Q7RTX1
Q99PH1	Q9HBW1
Q99PI4	Q9BQK8
Q99PI5	Q92539
Q99PI8	Q9BZR6
Q99PJ0	Q9P121
Q99PJ1	Q96QU1
Q99PJ2	Q9BZR9
Q99PL6	Q9BZV1
Q99PL8	Q9BZV2
Q99PM3	P52655
Q99PM9	Q9BZX2
Q99PN0	Q92911
Q99PN3	Q12899
Q99PP2	Q5VUA4
Q99PP6	
Q99PP7	Q9UPN9
Q99PP9	O95361
Q99PQ2	Q96F44
Q99PR8	Q16082
Q99PS0	Q9C075
Q99PT1	P52565
Q99PT3	Q9C086
Q99PT9	Q2TAC6
Q99PU5	Q96GR2
Q99PU7	Q92560
Q99PU8	Q7L2E3
Q99PV0	Q6P2Q9
Q99PV8	Q9C0K0
Q99PW4	Q96S44
Q99PW8	Q9P2E2
Q9BCZ4	Q9BQE4
Q9BDB7	Q53G44
Q9CPN8	O00425
Q9CPP0	O75607
Q9CPP6	Q16718
Q9CPP7	P07098
Q9CPQ3	Q9NS69
Q9CPQ5	Q7L2Z9
Q9CPQ8	O75964
Q9CPR1	Q6NW29
Q9CPR4	P18621
Q9CPR5	Q9P015
Q9CPR7	Q9BRV8
Q9CPR8	Q96MG7
Q9CPS6	Q9NQE9
Q9CPS7	Q9NRX1
Q9CPS8	Q9BSF0
Q9CPT0	Q9BZR8
Q9CPT3	Q8TBE9
Q9CPT4	Q969H8
Q9CPT5	Q9Y3C1
Q9CPU0	Q04760
Q9CPU2	O95178
Q9CPU4	O14880
Q9CPU7	Q969P5
Q9CPU9	O15432
Q9CPV0	Q6UX40
Q9CPV1	Q96BD8
Q9CPV2	Q96DE5
Q9CPV3	Q9Y6G3
Q9CPV4	Q9HC38
Q9CPV5	
Q9CPV5	Q6P1K2
Q9CPV7	Q9H6R6
Q9CPV9	Q9H244
Q9CPW0	Q9UHC6
Q9CPW2	Q6P4F2
Q9CPW3	Q6P161
Q9CPW4	O15511
Q9CPW5	P43308
Q9CPW7	Q96NC0
Q9CPW9	Q6UB28
Q9CPX3	Q6UWQ5
Q9CPX5	Q96KN8
Q9CPX6	Q9NT62
Q9CPX7	Q9Y3D3
Q9CPX8	O14957
Q9CPX9	Q9NYG5
Q9CPY0	Q9UI43
Q9CPY1	Q4U2R6
Q9CPY3	Q96FF9
Q9CPY4	O75956
Q9CPY6	Q8IVV7
Q9CPY7	P28838
Q9CPZ1	Q9NVL8
Q9CPZ3	Q5T7R7
Q9CPZ6	Q8N138
Q9CPZ8	Q7Z7K0
Q9CQ00	Q96GE9
Q9CQ02	Q9H0A8
Q9CQ04	Q6N063
Q9CQ06	Q96A35
Q9CQ07	Q8N456
Q9CQ10	Q9Y3E7
Q9CQ13	Q9NQ92
Q9CQ18	Q8TDP1
Q9CQ19	P24844
Q9CQ20	Q9NPA3
Q9CQ22	Q6IAA8
Q9CQ24	Q8NEA4
Q9CQ25	Q6P582
Q9CQ26	O95630
Q9CQ28	Q7L8W6
Q9CQ29	Q2KHN1
Q9CQ31	Q8WXH4
Q9CQ33	Q8N653
Q9CQ35	Q4G1C9
Q9CQ36	Q9NR33
Q9CQ37	Q9NPD8
Q9CQ39	Q13503
Q9CQ40	Q13405
Q9CQ44	A2RU14
Q9CQ45	Q9UMX5
Q9CQ46	Q5VUJ9
Q9CQ48	Q8WVJ2
Q9CQ49	P52298
Q9CQ52	P08861
Q9CQ54	O95298
Q9CQ56	Q9NZ43
Q9CQ60	O95336
Q9CQ61	Q53HI1
Q9CQ62	Q16698
Q9CQ65	Q13126
Q9CQ66	Q8WW35
Q9CQ69	O14949
Q9CQ70	
Q9CQ71	P35244
Q9CQ74	O95214
Q9CQ75	O43678
Q9CQ79	O14530
Q9CQ80	Q9BRG1
Q9CQ82	Q13352
Q9CQ84	Q8N7F7
Q9CQ85	Q9Y584
Q9CQ86	Q9BRT3
Q9CQ88	Q12999
Q9CQ89	O60888
Q9CQ90	Q96MD7
Q9CQ91	O95167
Q9CQ92	Q9Y3D6
Q9CQ94	Q9UF47
Q9CQA0	Q9NSP4
Q9CQA1	Q8IUR0
Q9CQA3	P21912
Q9CQA5	Q9NPJ6
Q9CQA6	Q96BP2
Q9CQA8	Q96LK0
Q9CQA9	Q9BSD7
Q9CQB2	Q9BUT9
Q9CQB5	Q8N5K1
Q9CQB7	O43325
Q9CQC2	P04118
Q9CQC3	Q5VTT2
Q9CQC4	Q9P0N5
Q9CQC5	Q9UKI2
Q9CQC6	Q7L1Q6
Q9CQC7	O95168
Q9CQC8	Q9NZD8
Q9CQC9	Q9Y6B6
Q9CQD1	P20339
Q9CQD8	O15342
Q9CQE0	Q8WVD3
Q9CQE1	Q9UFN0
Q9CQE3	Q9Y2R5
Q9CQE5	O43665
Q9CQE6	Q9Y294
Q9CQE7	Q9Y282
Q9CQE8	Q9Y224
Q9CQE9	Q96CP2
Q9CQF0	Q9Y3B7
Q9CQF3	O43809
Q9CQF4	Q9P0P8
Q9CQF6	Q9NRN7
Q9CQF8	Q9BQC6
Q9CQF9	Q9UHG3
Q9CQG0	Q8WW62
Q9CQG1	Q8WUX2
Q9CQG2	Q86W50
Q9CQG3	Q96E35
Q9CQG6	Q9BVK8
Q9CQG9	Q9NV29
Q9CQH0	Q13113
Q9CQH3	O43674
Q9CQH7	Q96K17
Q9CQH8	O95059
Q9CQI3	P60983
Q9CQI4	Q86VG3
Q9CQI6	Q14019
Q9CQI7	P08579
Q9CQI9	Q96HR3
Q9CQJ0	Q8N1Q8
Q9CQJ1	Q9BW72
Q9CQJ2	Q9NWS0
Q9CQJ4	Q99496
Q9CQJ6	O43583
Q9CQJ7	O95997
Q9CQJ8	Q9Y6M9
Q9CQK1	Q15649
Q9CQK3	Q8NG50
Q9CQK7	Q9H446
Q9CQL0	Q8WXB1
Q9CQL1	Q96A72
Q9CQL2	Q8TC90
Q9CQL4	Q9BYC9
Q9CQL5	Q9H0U6
Q9CQL6	Q9NZE8
Q9CQL7	Q9Y605
Q9CQM0	Q9BSH3
Q9CQM1	Q8IVY1
Q9CQM2	P33947
Q9CQM5	Q9BRA2
Q9CQM6	A6NGH8
Q9CQM9	O76003
Q9CQN1	Q12931
Q9CQN3	Q96B49
Q9CQN4	Q6X4U4
Q9CQN6	Q9P0S9
Q9CQN7	Q8IXM3
Q9CQP0	O75394
Q9CQP2	P0DI81
Q9CQP3	Q9BSY4
Q9CQP8	Q9NTU4
Q9CQQ0	Q96KF7
Q9CQQ4	O14893
Q9CQQ7	P24539
Q9CQQ8	Q9UK45
Q9CQR2	P63220
Q9CQR4	Q9NPJ3
Q9CQR5	Q9UDW3
Q9CQR6	O00743
Q9CQR7	Q9NZ42
Q9CQS2	Q9NPE3
Q9CQS3	Q8TAL6
Q9CQS4	Q96AG3
Q9CQS5	Q9BVS4
Q9CQS6	Q86XP6
Q9CQS7	A6NC42
Q9CQS8	P60468
Q9CQS9	Q9NVX0
Q9CQT1	Q9BV20
Q9CQT2	Q9Y580
Q9CQT5	Q9Y244
Q9CQT6	Q8WW14
Q9CQT7	Q6ICB0
Q9CQT9	Q9BUV8
Q9CQU0	O95881
Q9CQU3	O15258
Q9CQU5	O95229
Q9CQU8	Q96LU5
Q9CQV1	Q9Y3D7
Q9CQV3	Q96P15
Q9CQV4	Q86VR2
Q9CQV5	Q96EL2
Q9CQV6	Q9GZQ8
Q9CQV7	Q96DA6
Q9CQV8	P31946
Q9CQW0	Q9BV81
Q9CQW1	O15498
Q9CQW2	Q9NVJ2
Q9CQW3	P22891
Q9CQW5	P05162
Q9CQW7	Q96IL0
Q9CQW9	Q01628
Q9CQX0	Q96DC9
Q9CQX2	O43169
Q9CQX4	Q15004
Q9CQX5	Q9NY35
Q9CQX8	P82909
Q9CQY1	O94817
Q9CQY2	Q9BTL3
Q9CQY5	Q9H0U3
Q9CQY6	Q9BRT2
Q9CQY7	Q15546
Q9CQY8	Q53R12
Q9CQY9	O43677
Q9CQZ0	Q53FV1
Q9CQZ1	O75506
Q9CQZ5	P56556
Q9CQZ6	O43676
Q9CQZ7	Q9Y2Y1
Q9CR00	O00233
Q9CR02	Q96EY4
Q9CR08	O95707
Q9CR09	Q9Y3C8
Q9CR10	Q5BKU9
Q9CR11	O95619
Q9CR13	Q96HJ9
Q9CR14	Q9NW38
Q9CR16	Q08752
Q9CR20	Q9Y5U9
Q9CR21	O14561
Q9CR22	Q69YG0
Q9CR23	Q9P0T7
Q9CR24	Q8WV74
Q9CR25	Q9BQC3
Q9CR26	Q9NP79
Q9CR27	Q9Y3C0
Q9CR29	Q96MW1
Q9CR30	Q8TAC2
Q9CR33	Q9H8J5
Q9CR34	A6NGY3
Q9CR35	Q6GPI1
Q9CR36	Q9NS71
Q9CR37	Q9H3Y8
Q9CR39	Q5MNZ6
Q9CR40	Q9NXS3
Q9CR41	Q9NX55
Q9CR42	Q15327
Q9CR46	Q8WVK7
Q9CR47	O95478
Q9CR48	Q6UX65
Q9CR50	Q96PM5
Q9CR51	O75348
Q9CR53	P08949
Q9CR55	Q6PH81
Q9CR56	Q9NYR9
Q9CR57	P50914
Q9CR58	Q5SVS4
Q9CR59	Q8TAE8
Q9CR60	Q9Y3E0
Q9CR61	P17568
Q9CR62	Q02978
Q9CR63	Q9P0S2
Q9CR64	Q8TBQ9
Q9CR67	P57088
Q9CR68	P47985
Q9CR73	Q9NPJ4
Q9CR75	Q9NP84
Q9CR76	Q96B77
Q9CR78	Q96H12
Q9CR80	Q9Y421
Q9CR81	Q9BXU0
Q9CR83	Q96H35
Q9CR84	P05496
Q9CR86	Q9Y2V2
Q9CR88	O60783
Q9CR89	Q96RQ1
Q9CR92	Q2M329
Q9CR95	Q8NC96
Q9CR96	Q9BTX3
Q9CR98	Q96C01
Q9CRA0	Q93070
Q9CRA4	Q15800
Q9CRA5	Q9H4A6
Q9CRA7	Q99766
Q9CRA8	Q9NQT4
Q9CRA9	Q9NVK5
Q9CRB0	Q9Y343
Q9CRB2	Q9NX24
Q9CRB6	Q9BW30
Q9CRB8	Q9UDX5
Q9CRB9	Q9NX63
Q9CRC0	Q9BQB6
Q9CRC3	Q8WUR7
Q9CRC6	Q96B45
Q9CRC8	Q9H9A6
Q9CRC9	Q8TDQ7
Q9CRD0	Q9NX40
Q9CRD2	Q15006
Q9CRD4	Q9BQY9
Q9CRG1	Q9NS93
Q9CRT8	O43592
Q9CRW3	Q3KRA6
Q9CRY7	Q8N9F7
Q9CRZ8	Q5TGU0
Q9CS00	Q8WUQ7
Q9CS42	P11908
Q9CS72	Q7Z7B0
Q9CS74	O95905
Q9CSB4	Q8TEW8
Q9CSH3	Q9Y2L1
Q9CSN1	Q13573
Q9CSP9	Q96N46
Q9CSU0	Q9NQG5
Q9CSV6	Q587I9
Q9CT10	Q9H6Z4
Q9CTG6	Q9NQ11
Q9CTH6	Q9Y324
Q9CTN4	O94955
Q9CTN5	Q8N1H7
Q9CTN8	Q86UP9
Q9CTY5	Q86XE3
Q9CU62	Q14683
Q9CU65	Q9UBW7
Q9CUB6	Q5VV17
Q9CUL5	Q86XH1
Q9CUN6	Q9HCE7
Q9CUS9	Q8TCT6
Q9CUU3	Q9BX26
Q9CUX1	O43422
Q9CV28	Q9H8M7
Q9CVB6	O15144
Q9CVD2	P54252
Q9CVI2	Q5BKY9
Q9CVN6	A6NI87
Q9CVW4	Q537H7
Q9CW03	Q9UQE7
Q9CW07	B7ZBB8
Q9CW42	Q5VT66
Q9CW46	Q8IY67
Q9CW73	Q9P2W7
Q9CW79	Q92805
Q9CWB5	A6NFU8
Q9CWB7	A6NC05
Q9CWD0	Q9H1H1
Q9CWD3	P0C025
Q9CWD8	Q8TB37
Q9CWE0	Q9H019
Q9CWE6	A6NGQ2
Q9CWF2	Q9BVA1
Q9CWF6	Q9BXC9
Q9CWG1	P48060
Q9CWG8	Q7L592
Q9CWG9	Q6QNY1
Q9CWH0	Q7Z7J5
Q9CWH1	Q96BR9
Q9CWH4	Q7Z4M0
Q9CWH5	Q7Z4G4
Q9CWH6	Q8TAA3
Q9CWI3	Q9P287
Q9CWJ3	Q9H079
Q9CWJ9	P31939
Q9CWK3	O95400
Q9CWK8	O60749
Q9CWL2	Q86V15
Q9CWL8	Q8WYA6
Q9CWM2	Q9BXL8
Q9CWM4	O60925
Q9CWN7	Q9UKZ1
Q9CWP6	Q8NHP6
Q9CWP8	Q9HCU8
Q9CWP9	A6NEV1
Q9CWQ0	Q9H2P9
Q9CWQ2	Q19AV6
Q9CWQ3	Q9Y6H3
Q9CWQ8	Q8WTX7
Q9CWR0	Q86VW2
Q9CWR1	Q6P4I2
Q9CWR2	Q9H7B4
Q9CWR7	Q9UHE8
Q9CWR8	Q9UJW3
Q9CWS0	O94760
Q9CWS1	Q8IUD6
Q9CWS4	Q5TA45
Q9CWT2	Q9NWD9
Q9CWT3	Q9Y5X0
Q9CWT6	Q9NUL7
Q9CWU0	
Q9CWU2	Q8IUH4
Q9CWU4	Q8N6N3
Q9CWU5	Q587J8
Q9CWU6	Q9NVA1
Q9CWU9	Q8NFH4
Q9CWV0	Q96EH3
Q9CWV1	Q9UJA3
Q9CWV4	A2A368
Q9CWV6	Q9H875
Q9CWV7	Q9BR11
Q9CWW6	Q9Y237
Q9CWW7	Q9P0U4
Q9CWX2	Q9Y375
Q9CWX4	Q96CM3
Q9CWX9	Q9H0S4
Q9CWY3	Q8TBK2
Q9CWY4	Q9H840
Q9CWY8	"O75792,A0A1W2PP97"
Q9CWY9	Q86UA6
Q9CWZ3	Q9Y5S9
Q9CWZ7	Q99747
Q9CX00	P53990
Q9CX11	Q9BRU9
Q9CX13	Q9P003
Q9CX19	Q5T6X4
Q9CX30	Q5BJH7
Q9CX34	Q9Y2Z0
Q9CX47	O43543
Q9CX53	Q8WXD5
Q9CX56	P48556
Q9CX60	Q53QV2
Q9CX62	Q96EL1
Q9CX63	Q6UX52
Q9CX66	Q8N5I9
Q9CX80	Q8WWM9
Q9CX83	Q9P291
Q9CX84	P49795
Q9CX86	Q13151
Q9CX97	Q9H6Y2
Q9CX98	Q7Z449
Q9CX99	Q13588
Q9CXA2	Q96EM0
Q9CXB2	Q3KNW5
Q9CXB8	Q96QP1
Q9CXC3	Q9BQP7
Q9CXC9	P41161
Q9CXD6	Q96AQ8
Q9CXD9	Q8N6Y2
Q9CXE0	Q9NQX1
Q9CXE2	Q4VC05
Q9CXE6	O43542
Q9CXE7	Q9Y3A6
Q9CXF0	Q16719
Q9CXF4	Q8TC07
Q9CXF7	Q86WJ1
Q9CXG3	Q8WUA2
Q9CXG9	Q5T6S3
Q9CXH7	Q5FBB7
Q9CXI0	Q5HYK3
Q9CXI3	Q6UVY6
Q9CXI5	P55145
Q9CXJ1	Q5JPH6
Q9CXJ4	Q9NUT2
Q9CXK4	Q9BRV3
Q9CXK8	Q9Y221
Q9CXL1	O95807
Q9CXL3	Q9BRJ6
Q9CXL7	Q6UX34
Q9CXM0	Q9H9P2
Q9CXP4	
Q9CXP4	P85298
Q9CXP8	P50151
Q9CXP9	Q9H790
Q9CXR1	Q9Y394
Q9CXR4	Q92535
Q9CXS4	Q7Z7K6
Q9CXT6	Q8N371
Q9CXT7	Q8IY95
Q9CXT8	O75439
Q9CXU0	Q9BTT4
Q9CXU1	Q9Y3C7
Q9CXU9	O60739
Q9CXV0	Q96A47
Q9CXV1	O14521
Q9CXV9	Q9BTE7
Q9CXW2	P82650
Q9CXW3	Q9HB71
Q9CXW4	P62913
Q9CXX0	Q96M11
Q9CXX9	Q9H467
Q9CXY1	Q9BSA9
Q9CXY6	Q12905
Q9CXY9	Q92643
Q9CXZ1	O43181
Q9CY00	Q8N4P2
Q9CY16	Q9Y2Q9
Q9CY18	Q9UNH6
Q9CY21	O43709
Q9CY24	Q7Z7N9
Q9CY25	Q9H081
Q9CY27	Q9NZ01
Q9CY28	Q8N3Z3
Q9CY34	Q969M7
Q9CY45	Q8WVE0
Q9CY50	P43307
Q9CY52	Q9NWX6
Q9CY58	Q8NC51
Q9CY62	Q9P0P0
Q9CY64	P53004
Q9CY73	Q9H9J2
Q9CY86	Q5SSQ6
Q9CY94	Q9BRX5
Q9CY97	Q9NP77
Q9CYA0	Q6UXH1
Q9CYA6	Q6NZY4
Q9CYB0	O60858
Q9CYC3	Q9NV64
Q9CYC5	Q9H410
Q9CYC6	Q8IU60
Q9CYD3	O75718
Q9CYF5	Q96I51
Q9CYG7	Q15785
Q9CYH2	Q9BRX8
Q9CYH5	Q3B7J2
Q9CYH6	Q15050
Q9CYI0	Q9HAS0
Q9CYI4	Q9NQ29
Q9CYK1	Q9UGM6
Q9CYK2	Q16769
Q9CYL5	Q9H4G4
Q9CYN2	Q15005
Q9CYN9	O75787
Q9CYP7	P58005
Q9CYQ5	Q9NWW0
Q9CYQ7	Q9UHQ1
Q9CYR0	Q04837
Q9CYR6	O95394
Q9CYS6	A6NCS6
Q9CYT6	P40123
Q9CYU6	Q9BTV6
Q9CYV5	Q86UB9
Q9CYW4	Q9BSH5
Q9CYX7	Q9Y3B9
Q9CYY7	Q9Y3B1
Q9CYZ2	O43399
Q9CYZ6	Q96EN9
Q9CYZ8	P81877
Q9CZ00	Q9H9R9
Q9CZ04	Q9UBW8
Q9CZ05	Q9ULK2
Q9CZ09	O95568
Q9CZ13	P31930
Q9CZ15	Q14691
Q9CZ16	Q8NBL3
Q9CZ28	Q96H20
Q9CZ30	Q9NTK5
Q9CZ42	Q8IW45
Q9CZ44	Q9UNZ2
Q9CZ49	Q6PF15
Q9CZ52	Q9H6X2
Q9CZ62	Q8IW35
Q9CZ69	Q9NX76
Q9CZ82	Q9BUE0
Q9CZ83	Q7Z7F7
Q9CZ91	Q8NEF9
Q9CZ92	Q6IPU0
Q9CZ96	Q8TBF4
Q9CZA5	Q6PEW1
Q9CZA6	Q9NXR1
Q9CZB0	Q99643
Q9CZB3	Q9BTF0
Q9CZB6	O43513
Q9CZB9	Q5BJH2
Q9CZC8	Q12765
Q9CZD0	Q9Y4U1
Q9CZD3	P41250
Q9CZD5	Q9H2K0
Q9CZE3	Q13637
Q9CZG3	Q9NX08
Q9CZG9	Q5EBL8
Q9CZH3	Q9BT73
Q9CZH8	Q9BR77
Q9CZI9	Q8WTP8
Q9CZJ0	Q15777
Q9CZJ1	Q9Y3A2
Q9CZJ2	Q96MM6
Q9CZJ6	Q9NYP9
Q9CZJ9	Q9H819
Q9CZK6	Q6ZW76
Q9CZL2	Q8N8J7
Q9CZL5	Q9H0N5
Q9CZM2	P61313
Q9CZM9	Q9Y691
Q9CZN4	B4DS77
Q9CZN7	P34897
Q9CZN8	Q9H0R6
Q9CZP0	Q6NVU6
Q9CZP5	Q9Y276
Q9CZP7	Q7L3B6
Q9CZQ9	Q8N3I7
Q9CZR2	Q9Y3Q0
Q9CZR3	Q969M1
Q9CZR4	Q8IZV2
Q9CZR8	P43897
Q9CZS1	P30837
Q9CZS3	Q96NB1
Q9CZT4	Q9NVU0
Q9CZT5	Q6EMK4
Q9CZT6	Q9BQ75
Q9CZT8	P20337
Q9CZU3	P42285
Q9CZU4	O75616
Q9CZU6	O75390
Q9CZV5	O94864
Q9CZV8	Q96IG2
Q9CZW2	Q96H22
Q9CZW4	O95573
Q9CZW5	O94826
Q9CZW6	Q9NTX7
Q9CZX0	Q9H9T3
Q9CZX2	Q96ST8
Q9CZX5	Q96BK5
Q9CZX7	Q8N4L2
Q9CZX8	P39019
Q9CZX9	Q5J8M3
Q9CZY2	Q8IYN2
Q9CZY3	Q13404
Q9D009	A6NK58
Q9D011	Q8TAP9
Q9D020	Q9H0P0
Q9D023	O95563
Q9D024	Q96A33
Q9D030	Q8WVJ9
Q9D032	Q9BWW4
Q9D035	Q4KMZ8
Q9D051	P11177
Q9D061	Q9BR61
Q9D067	Q8TC05
Q9D071	Q96T76
Q9D074	O60291
Q9D075	Q6PF06
Q9D081	Q96F25
Q9D083	Q8NBT2
Q9D084	
Q9D084	Q8N2Z9
Q9D099	Q9NUN7
Q9D0A0	Q7L5Y6
Q9D0A3	
Q9D0A3	Q7Z6K5
Q9D0B0	Q13242
Q9D0B1	Q96C55
Q9D0B6	Q9BVG4
Q9D0B8	Q8N443
Q9D0C1	Q9Y4L5
Q9D0C4	Q32P41
Q9D0D3	Q9NVV4
Q9D0D4	Q9UNQ2
Q9D0D5	P29083
Q9D0E1	P52272
Q9D0E3	Q96S90
Q9D0E5	Q9BUY7
Q9D0F1	O14777
Q9D0F3	P49257
Q9D0F4	Q8N5F7
Q9D0F6	P40937
Q9D0F9	P36871
Q9D0G0	Q9NP92
Q9D0I4	P56962
Q9D0I6	Q8N9V3
Q9D0I8	Q9UKD2
Q9D0I9	P54136
Q9D0J4	P36404
Q9D0K0	Q9P0N9
Q9D0K1	Q92968
Q9D0K2	P55809
Q9D0L1	Q96IU2
Q9D0L4	Q86TW2
Q9D0L6	Q13145
Q9D0L7	Q8N2F6
Q9D0L8	O43148
Q9D0M0	Q15024
Q9D0M1	Q14558
Q9D0M2	Q9BWT1
Q9D0M3	P08574
Q9D0M5	Q96FJ2
Q9D0N7	Q13112
Q9D0N8	Q6PEY1
Q9D0P0	Q9BY08
Q9D0P5	Q9Y3Y4
Q9D0P7	Q6PGN9
Q9D0P8	Q9BW83
Q9D0Q7	Q9BRJ2
Q9D0R2	P26639
Q9D0R4	Q9NY93
Q9D0R8	Q3MHD2
Q9D0R9	Q96FK6
Q9D0S4	Q9BR09
Q9D0S9	Q9BX68
Q9D0T1	P55769
Q9D0T2	Q9UNI6
Q9D0U1	Q8NBA8
Q9D0U6	Q9H063
Q9D0U9	Q9H2C2
Q9D0V7	O00559
Q9D0V8	Q9BW66
Q9D0W5	Q9Y3C6
Q9D0Y8	Q86TS9
Q9D0Z3	Q6P2H8
Q9D110	P49914
Q9D112	Q8IYI0
Q9D113	Q5SXM8
Q9D114	Q8N4P3
Q9D115	Q9Y5V0
Q9D119	Q86WC6
Q9D123	Q86XT9
Q9D125	P82663
Q9D131	Q9H5F2
Q9D132	O00322
Q9D136	Q6PK18
Q9D142	O95848
Q9D154	P30740
Q9D159	Q8TCY5
Q9D162	Q9P0B6
Q9D164	Q9H0Q3
Q9D168	Q96CB8
Q9D172	A0A0B4J2D5
Q9D172	P0DPI2
Q9D173	Q9P0U1
Q9D174	Q9UHA2
Q9D176	Q96L08
Q9D180	Q96MR6
Q9D187	Q9Y3D0
Q9D198	O95926
Q9D1A0	Q7RTV5
Q9D1A2	Q96KP4
Q9D1A4	Q8WWX0
Q9D1B8	A8MYV0
Q9D1B9	Q13084
Q9D1C1	O00762
Q9D1C2	Q9Y3M2
Q9D1C3	Q96I23
Q9D1C8	Q9UK41
Q9D1C9	Q9Y3A4
Q9D1D1	A1L157
Q9D1D4	P49755
Q9D1D6	Q96CG8
Q9D1E4	A8MQ03
Q9D1E5	Q6UX01
Q9D1E6	Q99426
Q9D1E8	Q9NUQ2
Q9D1F3	Q8TE69
Q9D1F3	Q96DE9
Q9D1F4	Q96B36
Q9D1F5	Q6NTE8
Q9D1G0	Q92874
Q9D1G1	Q9H0U4
Q9D1G2	Q15126
Q9D1G3	Q9HCP6
Q9D1G5	Q8N9N7
Q9D1H0	Q96K30
Q9D1H6	Q9P032
Q9D1H7	Q7L5D6
Q9D1H8	Q96EL3
Q9D1H9	P55083
Q9D1I2	Q96LW7
Q9D1I5	Q96PE7
Q9D1I6	Q6P1L8
Q9D1J1	Q9NVZ3
Q9D1J3	P82979
Q9D1K2	Q16864
Q9D1K7	Q9GZN8
Q9D1L0	Q9Y6H1
Q9D1L9	O43504
Q9D1M0	P55735
Q9D1M4	O43324
Q9D1M7	Q9NYL4
Q9D1N4	A6NI61
Q9D1N9	Q7Z2W9
Q9D1P0	Q9BYD1
Q9D1P2	Q9H7Z6
Q9D1P4	Q9UHD1
Q9D1Q1	Q99547
Q9D1Q4	Q9P2X0
